Title,Description,Link,Date,Location
Dobrodošla pomlad in materinski dan 2024,"
Ura:10:00 - 15:00
Vstopnine ni
Čas je, da se poslovimo od zime in pozdravimo pomlad!
Pridružite se nam v parku Pietro Coppo v nedeljo, 24. marca 2024 od 10. ure dalje, kjer bomo skupaj s ČARODEJEM TONIJEM pričarali pomlad in zaplesali v ritmih skupine BABY BOOM!
Poleg pestrega programa bo na voljo tudi KOTIČEK ZA OTROKE, kjer bodo lahko likovno ustvarjali, starši pa se boste lahko posladkali na stojnicah

Se vidimo!
Več informacij",https://center-izola.si/dogodki-in-prireditve/dobrodosla-pomlad-in-materinski-dan-2/,24/03/24,Park Pietro Coppo
Koncert: Pozdrav pomlad 2024,"
Ura:18:00
Vstopnine ni
Vabljeni na prireditev Pozdrav pomladi 2024 – Območno revijo otroških in mladinskih pevskih zborov, ki bo v sredo, 27. marca, ob 18. uri v Kulturni dom Izola
Na območni reviji se bodo predstavili otroški in mladinski pevski zbori.

VSTOPNINA: Vstopnine ni.
Več informacij",https://center-izola.si/dogodki-in-prireditve/pozdrav-pomladi-2024/,27/03/24,Kulturni dom Izola
Jadralska regata: Izola spring cup,"
Vstopnine ni
Več informacij
Izola Spring Cup, ki je najmočnejša regata za olimpijske in druge jadralne razrede v vzhodnem Sredozemlju in ena bolj poznanih spomladanskih regat v Evropi.
Prav v času Velikonočnih praznikov se v našem morju šele zares prične prava tekmovalna sezona. Vsekakor gre zahvala za priljubljenost regateIzola Spring Cupugodnim pogojem za jadranje, dostopnosti slovenske obale in odprtosti naših meja z Evropo. Zato se vse večje število ekip in tudi celotnih državnih reprezentanc iz srednje, vzhodne in južne Evrope vse tja do Turčije, odloča za udeležbo na tej regati.
Organizator: JK Burja
",https://www.jadralniklub-burja.si/event/35th-izola-spring-cup-2024/,27-31/03/24,Marina Izola
Kulinarični dnevi v izbranih gostilnah in restavracijah: Dnevi divjih špargljev,"
Na Dnevih divjih špargljev boste v izolskih gostilnah in restavracijah uživali v jedeh s temi zdravimi divjimi poganjki , ki so značilni predvsem za Istro. Na raznolike načine jih bodo za vas pripravljali izbrani izolski chefi. Privoščite si fritajo s šparglji, testenine ali katero drugo specialiteto.
Sodelujoči gostinci bodo objavljeni naknadno.
Več informacij",https://www.visitizola.com/okusi/dnevi-divjih-spargljev,29/03 - 14/04/24,izbrane izolske gostilne in restavracije
Velikonočno popoldne,"
Ura:15:00 - 20:00
Vstopnine ni

Tako kot vsako leto, tudi letos za vas pripravljamo pester velikonočni program. V soboto, 30. marca se bomo v parku Pietro Coppo družili ob pestrem programu, tako za otroke kot odrasle, vse od 15.00 pa do 20.00 ure.
Na stojničnem programu se nam bodo predstavili lokalni ponudniki.
Nastopali bodo Duo Pingo in skupina Keltika!
Se vidimo!

Organizator:CKŠP
Več informacij",https://center-izola.si/dogodki-in-prireditve/velikonocno-popoldne-3/,30/03/24,Park Pietro Coppo
Pomol okusov I,"
Ura:11:00
Vstopnine ni
Več informacij
Sezono izolskih »street food« dogodkov pričnemo na velikonočno soboto. Ponovno se bomo družili ob odličnikulinariki Slovenske Istre, ki bo dišala tako po morskih dobrotah kot po specialitetah istrskega podeželja.Za to da bo vaš krožnik lokalnih dobrot popoln, bodo poskrbeli tudiistrski vinarji, prav tako boste na svoj račun prišliljubiteljilokalnegaginaincraftpiva, sladkosnedi pa se boste razveselilisladkih mojstrovin.
Izkušnjo istrske enogastronomije na enem mestu, idilično lokacijo s pogledom na izolski svetilnik in Bele skale(naj vam namignemo, da so prav tu sončni zahodi nepozabni!), sproščeno druženje in glasbo. Poleg kulinaričnega doživetja, pa si boste lahko podarili še kakšentrajnejši spominek na Izolo in pridobili uporabne informacijeo Izoli in Slovenski Istri, saj bo na Pomolu okusov tudi stojnica TIC Izola.
Zaradi povečanega obiska Izole, ki ga prinaša prihajajoči vikend, priporočamoparkiranje izven mestnega jedra. V bližini starega mestnega jedra je na voljo parkirišče Argo, Ladjedelnica. Vsa parkirišča pa se nahahajoTUKAJ.
Ker v Izoli sledimo zeleni usmeritvi in neprestano izpopolnjujemo vizijo trajnostnega turizma, bo Pomol okusov potekal naokolju prijaznejši način. Hrana se bo servirala v papirnato oziroma biorazgradljivo embalažo, poskrbljeno bo za ločevanje odpadkov.
Tako tudi vas prijazno vabimo,  da odpadke ustrezno ločujete.
",https://www.visitizola.com/okusi/pomol-okusov,30/03/24,severni izolski pomol
Koncert: Dan D in Implosia,"
Ura:20:00
Vstopnina:20 €
DAN DTomislav Jovanovič – Tokac (glas, kitara)Dušan Obradinovič – Obra (bobni)Marko Turk – Tučo (kitara)Nikola Sekulovič (bas kitara)Boštjan Grubar (klaviature)
Dan Dobljubljajo še eno brezčasno popotovanje po prostranstvih rock glasbe in smiselne poetike, ali kot je ob njihovem gostovanju v oddaji Izštekani zapisal Jure Longyka: “‘Dan D žanjejo upravičeno slavo. Na zadnji plošči so klasično rockersko poetiko izpilili, učvrstili in jo predvsem naredili bolj svojo ter bolj – našo. Da, če obstaja nekaj, čemur lahko rečemo ‘izročilo Jugoslovanskega rocka in novega vala’, je to slišati v muziki Dan D. V najbolj žlahtnem smislu, da ne bo pomote.”Implosia(Post Instrumental rock / SI)
Implosia je instrumentalni rock trio s svezimi kitarskimi rifi, primesjo melanholije in psihadelije iz Obale.Kitara: Elvis SahbazBass: Denis RadulovicBobni: Devid Bizjak

Organizator: Hangar Bar
Več informacij",https://www.facebook.com/izolahangarbar/,31/03/24,Hangar Bar
Koncert: Adi Smolar,"
Ura:20:00
Vstopnina:18 €
Adi Smolar je slovenski kantavtor in kitarist. Ker je izhajal iz glasbene družine, je že kot majhen otrok igral harmoniko Na slovenski glasbeni sceni se je prvič uveljavil v devetdesetih, ko je leta 1994 izdal album “Neprilagojen”. Poznamo ga po hitih “Dvajset ljubic”, “Jaz sem nor”, “Daleč je za naju pomlad” in še mnoge druge.

Cena vstopnic:
V predprodaji: 18 €Na dan dogodka: 23 €
Predprodaja vstopnic: galerija Alga in v Art Kinu Odeon v času uradnih ur

Organizator dogodka: Center za kulturo, šport in prireditve Izola
Več informacij",https://center-izola.si/dogodki-in-prireditve/adi-smolar/, 5/04/24,Kulturni dom Izola
Koncert: Jure Lesar in Krila Ptice,"
Ura:21:00
Organizator: Hangar Bar
Več informacij",https://www.facebook.com/izolahangarbar/,12/04/24,Hangar Bar
Istrski maraton,"
Več informacij za leto 2024 sledi.
Več informacij",https://istrski-maraton.si,13-14/04/24,Slovenska Istra
Koncert: Primorska poje 2024,"
Ura:18:00
Vstopnine ni
Revija Primorska poje velja za eno največjih manifestacij slovenske ljubiteljske kulture.
Na njej se vsako leto zvrsti več kot 200 zborov, ki nastopajo po na Primorskem, v zamejstvu in tudi na Hrvaškem.
Na letošnji tradicionalni prireditvi se nam bodo v ZADRUŽNEM DOMU KORTE, v petek 19. aprila predstavili:
Ženski pevski zbor Ivan Grbec, Škedenj Silvana DobrilaMešani pevski zbor Bonaca, Piran Barbra MurataMešani pevski zbor Slovenski dom, Zagreb Ivica IvanovićVokalna skupina Chorus’ 97, Miren Ana ZalarMoški pevski zbor Kromberški Vodopivci, Kromberk Bogdan BreceljMešani pevski zbor Vrtojba Luka Vetrih
Vabljeni!
Org. JKSD OI Izola, KD Korte, KS Korte
Več informacij",https://center-izola.si/dogodki-in-prireditve/primorska-poje-2024/,19/04/24,Zadružni dom Korte
Festival temnega piva,"
Ura:11:00 - 19:00
Vstopnine ni
V Izolo prihaja tretji festival temnega piva, kjer se nam bodo predstavili pivovarji iz Obalno-kraške regije.
Koncert:Pivo in čevapi, Balkan brass band
Organizator: Center za kulturo, šport in prireditve Izola
",,20/04/24,Lonka
Koncert: VAZZ,"
Ura:21:00
Organizator: Hangar Bar
Več informacij",https://www.facebook.com/izolahangarbar/,26/04/24,Hangar Bar
Koncert: Alo!Stari in Zgrešeni primeri,"
Ura:20:00
Organizator: Hangar Bar
Več informacij",https://www.facebook.com/izolahangarbar/, 3/05/24,Hangar Bar
Pomol okusov II,"
Vstopnine ni
Sezona izolskih »street food« dogodkov se nadaljuje. Ponovno se bomo družili ob odlični kulinariki Slovenske Istre, ki bo dišala tako po morskih dobrotah kot po specialitetah istrskega podeželja. Za to da bo vaš krožnik lokalnih dobrot popoln, bodo poskrbeli tudi istrski vinarji, prav tako boste na svoj račun prišli ljubitelji lokalnega gina in craft piva, sladkosnedi pa se boste razveselili sladkih mojstrovin.
Več informacij",https://www.visitizola.com/okusi/pomol-okusov#, 4/05/24,severni pomol
Koncert: Teo Collori in Momento Cigano,"
Ura:21:00
Organizator: Hangar Bar
Več informacij",https://www.facebook.com/izolahangarbar/,10/05/24,Hangar Bar
Kulinarični dnevi v izbranih gostilnah in restavracijah: Dnevi domačih pedočev,"
Dnevi domačih pedočev so najbolj priljubljeni kulinarični dnevi v Izoli. Takrat izolske gostilne in restavracije preplavi vonj po najbolj priljubljenih školjkah, ki jih običajno uživamo na buzaro. Na Dnevih domačih pedočev boste imeli priložnost preizkusiti tudi druge zanimive jedi, ki jih bodo za vas skuhali izolski chefi.
Sodelujoči gostinci bodo objavljeni naknadno.
Več informacij",https://www.visitizola.com/okusi/dnevi-domacih-pedocev#,17/05 - 2/06/24,Izbrane izolske gostilne in restavracije
Koncert: Kokosy in Kavč,"
Organizator: Hangar Bar
Več informacij",https://www.facebook.com/izolahangarbar/,18/05/24,Hangar Bar
Koncert: 3 BIG BAND orchestra,"
Ura:20:00
Organizator: Hangar Bar
Več informacij",https://www.facebook.com/izolahangarbar/,25/05/24,Hangar Bar
"Praznik oljk, vina in rib","
Prizorišča bodo v parku Pietro Coppo, na Lonki, na Sončnem nabrežju, na Verdijevi ulici in na Manziolijevem trgu. Po omenjenih površinah bodo postavljene stojnice na katerih bodo razstavljali svoje pridelke obalni vinarji in oljkarji, potekala bo pokušina vina in olja, ter izdelkov iz oljčnega olja. Promenado bodo spremljali poulični glasbeniki: istrski godci in več manjših zasedb z avtohtono istrsko, akustično glasbo. Urnik prireditve je od 19.00 do 24.00 ure oba dneva.
Nastopili bodo:
Kompanija Izolana3 BotePosebna gostaDuo Nice PriceSmikantaMužikaStevo projektMatej in Tina
LOKACIJA: Park Pietro Coppo, na Lonki, na Sončnem nabrežju, na Verdijevi ulici in Manziolijevem trgu
URA: 19.00 - 24.00",,10-11/06/22,
Mednarodni filmski festival: Kino otok - Isola Cinema,"
Glavnina20. izdajekinootoškega dogajanja se bo med5. in 9. junijem 2024zgodila v Izoli, projekcije in srečanja s filmskimi ustvarjalci pa bodo v maju in juniju 2024 potekale tudi v Slovenski kinoteki in Kinodvoru v Ljubljani ter v art kinematografih v Cerknici, Idriji, Sežani in Tolminu.
vznemirljiv filmski program pod zvezdami v Letnem kinu Arrigoni in Letnem kinu Manzioli ter v zavetju Art kina Odeon in Kulturnega doma, izbor kratkih filmov neodvisnih vzhajajočih avtorjev v sproščenem vzdušju Videa na plaži, Podmornica – program filmov in dejavnosti za otroke, mlade in družine, PRO OTOK – program za filmske profesionalce in vse druge, ki jih zanima pot filma od ideje do platna in naprej, festivalski utrip na izolskih ulicah in utrip umetnosti v izolskih galerijah ter večerni glasbeni program na plaži Svetilnik, program izbranih festivalskih filmov v Ljubljani, Cerknici, Idriji, Sežani in Tolmin, prva filmska ‘Prireditev z manj odpadki’ v Sloveniji!
Povezava do programske knjižice festivala:TUKAJ
Povezava do programske zgibanke Letni kino Arrigoni:TUKAJ
Povezava do programske knjižice Podmornice:TUKAJ
Več informacij",https://www.facebook.com/kino.otok, 5-9/06/24,
Pomol okusov III,"
Vstopnine ni
Sezona izolskih »street food« dogodkov se nadaljuje. Ponovno se bomo družili ob odlični kulinariki Slovenske Istre, ki bo dišala tako po morskih dobrotah kot po specialitetah istrskega podeželja. Za to da bo vaš krožnik lokalnih dobrot popoln, bodo poskrbeli tudi istrski vinarji, prav tako boste na svoj račun prišli ljubitelji lokalnega gina in craft piva, sladkosnedi pa se boste razveselili sladkih mojstrovin.
Več informacij",https://www.visitizola.com/okusi/pomol-okusov#, 8/06/24,severni pomol
Koncert: Kontradikshn in Curbrigen,"
Ura:20:00
Organizator: Hangar Bar
Več informacij",https://www.facebook.com/izolahangarbar,14/06/24,Hangar bar 
Koncert: Šukar in Zoran Predin,"
Organizator: Center za kulturo, šport in prireditve",,22/06/24,Letni kino Arrigoni
Koncert: Hamo & Tribute 2 Love,"
Ura:21:00
Vstopnina:20 €
VSTOPNICE so na voljo po Early Bird ceni 15 EUR, v predprodaji 20 EUR, na dan dogodka 20 EURHamo & Tribute 2 love - Elektrika
Koncerti Hamo & Tribute 2 Love so vedno poslastica za glasbene bluz rock sladokusce.Petdeset koncertov na leto, že skoraj polnoletni staž, v katerem skoraj ni dvorane, ki je nebi razprodali in nasmejali. To so izkušnje, ki jih premorejo le redki domači izvajalci.Preplet nežnosti, porednosti, šaljivosti in resnosti je z leti postala njihova znamka, ki na vsakem koncertu dobi nov pečat kvalitete. Koncert za tiste z okusom.Slišali boste stare in nove uspešnice, vmes pa kakšno, ki ste jo poznali, pa morda niste vedeli da je njihova, saj so kot ekipa podpisani pod skoraj tromestno število pesmi, šest studijskih albumov, štiri vinike, Hamo in ostali soborci, pa vsako leto poskrbijo za kopico sodelovanj in projektov s kolegi in kolegicami iz drugih glasbenih kolektivov.Če boste na koncertu prvič ali pa petdesetič, boste prav ta koncert slišali prvič, ker je vsak njihov koncert povsem drugačen.
ZasedbaMatevž Šalehar Hamo - Vokal/KitaraPeter Dekleva - Spremljevalni vokal/Kitara in vsi njeni derivatiDenis Horvat Duki - Spremljevalni vokal/Hammond orgle/Klavir/Rhodes/Tipke/Včasih celo harmonikaUroš Škerl Kramberger Hipi - Spremljevalni vokal/Bas kitaraMartin Janežič Buco - Bobni/Tolkala/Vip
Organizator: Hangar Bar
Več informacij",https://www.facebook.com/izolahangarbar/,24/06/24,Hangar Bar
Koncert: Stevo Vujić - Poletje v parku,"
Vstopnine ni
Organizator: CKŠP Izola
Več informacij",https://center-izola.si/dogodki-in-prireditve/poletje-v-izoli-stevo-vujic/,28/06/24,Park Pietro Coppo
Letni koncert: Pihalni orkester Izola z gosti,"
Organizator: Center za kulturo, šport in prireditve",,29/06/24,Letni kino Arrigoni
Koncert: Sam's Fever - Poletje v parku,"
Poletje v Izoli / Poletje v parku 2024
Več informacij",https://www.youtube.com/watch?v=AuHgUewe60k,29/06/24,Park Pietro Coppo
Koncert: ŽePZ Mirta - Poletje v parku,"
Vstopnine ni
LOKACIJA: Kulturni Dom Izola
URA: 19:00
VSTOPNINA: /
Gost večera: Lean Kozlar - Luigi",,30/06/24,Park Pietro Coppo
Koncert: Kavč - Poletje v parku,"
Vstopnine ni
Trio iz Kopra v svoji izrazito slovenski avtorski glasbi združuje različne podzvrsti rocka na udobnem kavču.Pridružite se nam na potovanju čez meje realnosti z bandom Kavč! Iz srca Kopra ti trije glasbeniki prinašajo predstavo, ki kot valovi Jadranskega morja preplavlja naša čutila. Njihova glasba je harmoničen sklop različnih rock žanrov.Kavč s svojimi avtorskimi komadi in slovenskimi besedili pripoveduje zgodbe, ki vas popeljejo skozi etno-teatrične dimenzije in ustvarjajo mirne, plavajoče groove. Prisluhnite zgodbi, ki se skriva za vsakim kavčem; zgodbi udobja, domačnosti in neštetih skrivnosti.Zasedba:-Tine Farkaš – bas-Matej Mittendorfer – kitara-Žan Lenarčič – bobni
Več informacij",https://youtu.be/CEK4KCoyTyE?si=aXMDJbt07-vb86tZ, 5/07/24,Park Pietro Coppo
Veliki poletni koncert: Magnifico,"
Ura:21:00
Vstopnina:30 €
Charlatan in romantik. Idealist in voajer, predvsem pa glasbenik, ki se od leta 1993 ni ustavil. Magnifico je v treh dekadah močno zaznamoval slovensko kulturo. Dal nam je 24000 poljubov, nam predstavil Silvijo, razbijal stereotipe, seznanil nas je s čefurji, pedri in ostalimi manjšinami, naučil nas je Marš na Drino in nam podaril samo ljubezen. Ko je zapel Hir aj kam hir aj go, se mu je zgodil export-import, potem pa še šarlatanska Tivoli in Cici Mici.V svoji karieri je izdal osem avtorskih plošč in tri filmske albume, imel preko 1000 koncertov doma in po svetu.
Cene vstopnic:Early bird (prvih 100 vstopnic): 30 €Predprodaja: 35 €Na dan dogodka: 40 €
Vstopnice so na voljo od 16. 2. v galeriji Alga in Art Kinu Odeon v času uradnih ur.


Organizator dogodka: Center za kulturo, šport in prireditve
Več informacij",https://center-izola.si/dogodki-in-prireditve/magnifico/, 5/07/24,Letni kino Arrigoni
Koncert: The Hornets - Poletje v parku,"
Več informacij
Hornets sestavljajo ljudje različnih generacij, značajev in življenjskih poti, ki jih druži rokenrol – od njegovega začetka do danes, od The Who do Muse. Rokenrol gojijo v svojih dušah in ga nesebično delijo z vsemi, ki jih spremljajo na njihovi glasbeni poti. “Nismo najboljši, smo pa pristni in iskreni,” je moto, ki mu sledijo.
HORNETS sestavljajo
Sebastjan Hrvatin – vokal
Dare Ravnikar – kitara
Taljub Lapanje – kitara
Danijel Brezec – bas
Igor Marsetič – bobni
",https://www.youtube.com/watch?v=vdoKWfDHh-w, 6/07/24,Park Pietro Coppo
Koncert: Lungomare - Poletje v parku,"
Vstopnine ni
Poletje v Izoli",, 7/07/24,Park Pietro Coppo
Koncert: Celentano tribute,"
Organizator dogodka: Center za kulturo, šport in priresitve",,13/07/24,Letni kino Arrigoni
Koncert: The Chillers - Poletje v parku,"
Vstopnine ni",,13/07/24,Park Pietro Coppo
Koncert: klapa Semikantá - Poletje v parku,"
Vstopnine ni
Klapa Semikantá je nastala leta 2011 v slovenski Istri, ime pa v tamkajšnjem narečju pomeni »se mi poje«. V skupini so različne generacije, vse pa povezuje veselje do petja in druženja. Njihov repertoar obsega zlasti skladbe z dalmatinskim melosom, od tradicionalnih do zahtevnejših priredb, za katere poskrbi član skupine Davorin Lovrečič. Radi zapojejo tudi istrske in slovenske ljudske pesmi. Zadnja leta pa ustvarjajo tudi avtorsko glasbo, s katero so osvojili tudi številne radijske lestvice. Leta 2018 je zasedba nastopila na festivalu Melodije morja in sonca in zasedla 3. mesto.

",,14/07/24,Park Pietro Coppo
Koncert: Just Friends Quartet - Poletje v parku,"
Vstopnine ni
Več informacij",https://jazzhram.si/just-friends-quartet/,19/07/24,Park Pietro Coppo
Koncert: Booom! - Poletje v parku,"
Vstopnine ni
Več informacij",https://www.facebook.com/booom.boyband/,20/07/24,Park Pietro Coppo
Koncert: Yan Barey z bendom - Poletje v parku,"
Vstopnine ni",,26/07/24,Park Pietro Coppo
Koncert: Klapa Solinar - Poletje v parku,"
Vstopnine ni
Več informacij",https://www.facebook.com/p/Klapa-Solinar-100063651753095/,28/07/24,Park Pietro Coppo
Koncert: Hangar Blues n' Rock Fest,"
Vstopnine ni
Organizator: Hangar bar
Več informacij",https://www.facebook.com/izolahangarbar, 2-3/08/24,Hangar bar 
Koncert: Dril - Poletje v parku,"
Organizator: CKŠP
Več informacij",https://drill.si/biografija/, 2/08/24,Park Pietro Coppo
Koncert: Tumbling Dice: Rolling Stones tribute - Poletje v parku,"
Vstopnine ni
Več informacij",https://www.facebook.com/TumblingDiceATX/, 3/08/24,Park Pietro Coppo
Koncert: Leopold I. - Poletje v parku,"
Vstopnine ni
Organizator: Center za šport kulturo in prireditve Izola
Več informacij",https://www.facebook.com/radgonskimajk/, 9/08/24,Park Pietro Coppo
Opera: La Bohème,"
Organizator dogodka: Center za kulturo, šprt in prireditve Izola",,10/08/24,Letni kino Arrigoni
Koncert: 500 Pounds - U2 Tribute Band - Poletje v parku,"
Vstopnine ni
Več informacij",https://www.facebook.com/500poundsu2,10/08/24,Park Pietro Coppo
Koncert: Koala voice in Kronika,"
Ura:20:00
Vstopnine ni
Organizator: Hangar Bar
Več informacij",https://www.facebook.com/izolahangarbar,14/08/24,Hangar bar 
Koncert: Novadoba - Poletje v parku,"
Vstopnine ni
Več informacij",https://www.facebook.com/novadoba.nd/,16/08/24,Park Pietro Coppo
Koncert: CCR tribute - Poletje v parku,"
Vstopnine ni",,17/08/24,Park Pietro Coppo
Koncert: Why Not - Poletje v parku,"
Vstopnine ni
Več informacij",https://www.facebook.com/p/Why-Not-100063550478384/,18/08/24,Park Pietro Coppo
Ribiški praznik,"
Vstopnine ni
Prizorišče Lonka:Čuki, Zvita feltnaPrizorišče Veliki trg:Pizza connection, Queen tribute
Severni pomol:Pomol okusov

Prizorišče Lonka:Primorski fantje, Ne me jugat
Prizorišče Veliki trg:Parni Valjak tribute, Mi2
Severni pomol:Pomol okusov",,23-24/08/24,Izola
Koncert: Kompanija Izolana - Poletje v parku,"
Vstopnine ni
Več informacij",https://www.facebook.com/kompanijaizolana/,30/08/24,Park Pietro Coppo
Koncert: MRFY,"
Organizator dogodka: Center za kulturo, šport in prireditve Izola",,31/08/24,Letni kino Arrigoni
Koncert: Magazzino Commerciale - Poletje v parku,"
Vstopnine ni
Več informacij",https://www.facebook.com/magazzinocommerciale/,31/08/24,Park Pietro Coppo
Koncert: Mojca Štoka - Poletje v parku,"
Vstopnine ni
Več informacij",https://youtu.be/OfdNolZbLpQ?si=YXDCBbKquylnCKv6, 1/09/24,Park Pietro Coppo
