Title,Description,Link,Date,StartDate,EndDate,Location
Časni plesi,,"http://www.veza.sigledal.org/dogodek/casni-plesi-e
https://dogodki.kulturnik.si/?where=Stara%20mestna%20elektrarna%20-%20Elektro%20Ljubljana
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 11. marec 2024",2024-03-11T07:00:00+01:00,,"Stara mestna elektrarna - Elektro Ljubljana
Ljubljana"
Deklica z vžigalicami,,"http://www.veza.sigledal.org/uprizoritev/deklica-z-vzigalicami-1
https://dogodki.kulturnik.si/?where=Mini%20Teater
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 11. marec 2024",2024-03-11T11:00:00+01:00,,"Mini Teater
Ljubljana"
Rdeča kapuca,,"http://www.veza.sigledal.org/uprizoritev/rdeca-kapuca
https://dogodki.kulturnik.si/?where=SNG%20Maribor%3A%20Dvorana%20Frana%20%C5%BDi%C5%BEka
https://dogodki.kulturnik.si/?where=Maribor","ponedeljek, 11. marec 2024",2024-03-11T11:00:00+01:00,,"SNG Maribor: Dvorana Frana Žižka
Maribor"
Nesrečna bitja,,"https://www.kinodvor.org/film/nesrecna-bitja/
https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 11. marec 2024",2024-03-11T15:30:00+01:00,2024-03-11T17:51:00+01:00,"Kinodvor dvorana
Ljubljana"
V dobrih rokah,,"http://www.lgl.si/si/predstave/vse-predstave/1162-V-dobrih-rokah
https://dogodki.kulturnik.si/?where=Oder%20pod%20zvezdami%20LGL
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 11. marec 2024",2024-03-11T17:00:00+01:00,,"Oder pod zvezdami LGL
Ljubljana"
En–Knapovo Gibališče,,"http://www.veza.sigledal.org/dogodek/en-knapovo-gibalisce-e
https://dogodki.kulturnik.si/?where=%C5%A0panski%20borci%2C%20studio
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 11. marec 2024",2024-03-11T17:30:00+01:00,,"Španski borci, studio
Ljubljana"
Neskončni spomin,,"https://www.kinodvor.org/film/neskoncni-spomin/
https://dogodki.kulturnik.si/?where=Kinodvor%20mala%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 11. marec 2024",2024-03-11T17:30:00+01:00,2024-03-11T18:55:00+01:00,"Kinodvor mala dvorana
Ljubljana"
Svečan baletni večer,,"https://sngmb.mojekarte.si/si/svecan-baletni-vecer/vstopnice-1181287.html
https://dogodki.kulturnik.si/?where=SNG%20Maribor%3A%20Dvorana%20Ondine%20Otta%20Klasinc...
https://dogodki.kulturnik.si/?where=Maribor","ponedeljek, 11. marec 2024",2024-03-11T18:00:00+01:00,,"SNG Maribor: Dvorana Ondine Otta Klasinc...
Maribor"
Zvezdice,,"http://www.veza.sigledal.org/uprizoritev/zvezdice
https://dogodki.kulturnik.si/?where=Gimnazija%20Nova%20Gorica
https://dogodki.kulturnik.si/?where=Nova%20Gorica","ponedeljek, 11. marec 2024",2024-03-11T18:00:00+01:00,,"Gimnazija Nova Gorica
Nova Gorica"
En–Knapovo Gibališče,,"http://www.veza.sigledal.org/dogodek/en-knapovo-gibalisce-e
https://dogodki.kulturnik.si/?where=%C5%A0panski%20borci%2C%20studio
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 11. marec 2024",2024-03-11T18:30:00+01:00,,"Španski borci, studio
Ljubljana"
Stromboli,,"https://www.kinodvor.org/film/stromboli/
https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 11. marec 2024",2024-03-11T18:30:00+01:00,2024-03-11T20:12:00+01:00,"Kinodvor dvorana
Ljubljana"
VSI MI TUJCI,,"https://www.mojekarte.si/si/vsi-mi-tujci/vstopnice-1180910.html
https://dogodki.kulturnik.si/?where=Kinoklub%20Vi%C4%8D
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 11. marec 2024",2024-03-11T19:00:00+01:00,,"Kinoklub Vič
Ljubljana"
Taubi: PRED VRATI POSTAVE,,"https://www.mojekarte.si/si/taubi-pred-vrati-postave/vstopnice-1180852.html
https://dogodki.kulturnik.si/?where=Tunel%20LGL
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 11. marec 2024",2024-03-11T19:30:00+01:00,,"Tunel LGL
Ljubljana"
Zahodni privez,,"http://www.veza.sigledal.org/uprizoritev/zahodni-privez-1
https://dogodki.kulturnik.si/?where=Mestno%20gledali%C5%A1%C4%8De%20ljubljansko%2C%20Veliki%20oder
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 11. marec 2024",2024-03-11T19:30:00+01:00,,"Mestno gledališče ljubljansko, Veliki oder
Ljubljana"
Neskončni spomin,,"https://www.kinodvor.org/film/neskoncni-spomin/
https://dogodki.kulturnik.si/?where=Kinodvor%20mala%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 11. marec 2024",2024-03-11T19:45:00+01:00,2024-03-11T21:10:00+01:00,"Kinodvor mala dvorana
Ljubljana"
Neforma #108,,"https://www.spanskiborci.si/7/1978/neforma-108.html
https://dogodki.kulturnik.si/?where=Center%20kulture%20%C5%A0panski%20borci
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 11. marec 2024",2024-03-11T20:00:00+01:00,,"Center kulture Španski borci
Ljubljana"
Neforma 108,,"http://www.veza.sigledal.org/dogodek/neforma-108-e
https://dogodki.kulturnik.si/?where=Center%20kulture%20%C5%A0panski%20borci
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 11. marec 2024",2024-03-11T20:00:00+01:00,,"Center kulture Španski borci
Ljubljana"
Odprta vrata v maturo 2024,,"http://www.veza.sigledal.org/uprizoritev/odprta-vrata-v-maturo-2024
https://dogodki.kulturnik.si/?where=Gledali%C5%A1%C4%8De%20Koper%3AMala%20dvorana
https://dogodki.kulturnik.si/?where=Koper","ponedeljek, 11. marec 2024",2024-03-11T20:00:00+01:00,,"Gledališče Koper:Mala dvorana
Koper"
"Kar želiš, to dobiš",,"https://www.mojekarte.si/si/kar-zelis-to-dobis/vstopnice-1180411.html
https://dogodki.kulturnik.si/?where=SiTiTeater%2C%20Ljubljana
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 11. marec 2024",2024-03-11T20:00:00+01:00,,"SiTiTeater, Ljubljana
Ljubljana"
Zero Gravity Jam Session,,"https://www.eventbrite.ie/e/zero-gravity-jam-session-jazz-tickets-778163196067
https://dogodki.kulturnik.si/?where=Prul%C4%8Dek
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 11. marec 2024",2024-03-11T20:00:00+01:00,,"Prulček
Ljubljana"
BOB MARLEY: ONE LOVE,,"https://www.mojekarte.si/si/bob-marley-one-love/vstopnice-1180911.html
https://dogodki.kulturnik.si/?where=Tom%C4%8Deva%20dvorana
https://dogodki.kulturnik.si/?where=Dom%C5%BEale","ponedeljek, 11. marec 2024",2024-03-11T20:00:00+01:00,,"Tomčeva dvorana
Domžale"
Borut Budo Bučar & Primož Grašič kvartet / Sax Summit Quintet,,https://dogodki.kulturnik.si/?where=Kavarna%20Slon%2C%20Ljubljana,"ponedeljek, 11. marec 2024",2024-03-11T20:00:00+01:00,,"Kavarna Slon, Ljubljana"
Ingeborg Bachmann: potovanje v puščavo,,"https://www.kinodvor.org/film/ingeborg-bachmann-potovanje-v-puscavo/
https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 11. marec 2024",2024-03-11T20:45:00+01:00,2024-03-11T22:36:00+01:00,"Kinodvor dvorana
Ljubljana"
Blažka Križan: Teksture časa,,"https://www.cd-cc.si/kultura/razstave/blazka-krizan-teksture-casa
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20prvo%20preddverje
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T00:00:00+01:00,2024-05-13T23:59:59+02:00,"Cankarjev dom, prvo preddverje
Ljubljana"
Ljudske teme v slovenski simfonični glasbi,,"https://www.cd-cc.si/kultura/glasba/ljudske-teme-v-slovenski-simfonicni-glasbi
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Gallusova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T09:30:00+01:00,2024-03-12T11:00:00+01:00,"Cankarjev dom, Gallusova dvorana
Ljubljana"
"Priscilla (113', biografska glasbena drama)",,"https://dogodki.kulturnik.si/?where=Kino%20Delavski%20Dom%20Trbovlje
https://dogodki.kulturnik.si/?where=Trbovlje","torek, 12. marec 2024",2024-03-12T10:00:00+01:00,2024-03-12T12:00:00+01:00,"Kino Delavski Dom Trbovlje
Trbovlje"
Ingeborg Bachmann: potovanje v puščavo,,"https://www.kinodvor.org/film/ingeborg-bachmann-potovanje-v-puscavo/
https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T15:40:00+01:00,2024-03-12T17:31:00+01:00,"Kinodvor dvorana
Ljubljana"
V dobrih rokah,,"http://www.lgl.si/si/predstave/vse-predstave/1162-V-dobrih-rokah
https://dogodki.kulturnik.si/?where=Oder%20pod%20zvezdami%20LGL
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T17:00:00+01:00,,"Oder pod zvezdami LGL
Ljubljana"
Neskončni spomin,,"https://www.kinodvor.org/film/neskoncni-spomin/
https://dogodki.kulturnik.si/?where=Kinodvor%20mala%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T17:10:00+01:00,2024-03-12T18:35:00+01:00,"Kinodvor mala dvorana
Ljubljana"
Sledi preteklosti: Skozi gosto noč (Predstavitev knjige),,"http://mestoliterature.si/sledi-preteklosti-skozi-gosto-noc-05-03-2024.html
https://dogodki.kulturnik.si/?where=Knji%C5%BEnica%20Otona%20%C5%BDupan%C4%8Di%C4%8Da
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T18:00:00+01:00,,"Knjižnica Otona Župančiča
Ljubljana"
Svečan baletni večer,,"https://sngmb.mojekarte.si/si/svecan-baletni-vecer/vstopnice-1181292.html
https://dogodki.kulturnik.si/?where=SNG%20Maribor%3A%20Dvorana%20Ondine%20Otta%20Klasinc...
https://dogodki.kulturnik.si/?where=Maribor","torek, 12. marec 2024",2024-03-12T18:00:00+01:00,,"SNG Maribor: Dvorana Ondine Otta Klasinc...
Maribor"
Dora Kaštrun in Katja Štesl / Mlada literatura v mestu: strip (Pogovor o stripu),,"http://mestoliterature.si/dora-kastrun-in-katja-stesl-/-mlada-literatura-v-mestu-strip--06-03-2024.html
https://dogodki.kulturnik.si/?where=Slovanska%20Knji%C5%BEnica
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T18:00:00+01:00,,"Slovanska Knjižnica
Ljubljana"
Na osemdeseti postaji življenjske poti,,"https://www.ikcsentjur.si/napovedujemo/Na-osemdeseti-postaji-zivljenjske-poti-/
https://dogodki.kulturnik.si/?where=Ipav%C4%8Dev%20kulturni%20center%20%C5%A0entjur
https://dogodki.kulturnik.si/?where=%C5%A0entjur","torek, 12. marec 2024",2024-03-12T18:00:00+01:00,,"Ipavčev kulturni center Šentjur
Šentjur"
Priscilla,,"https://www.kinodvor.org/film/priscilla/
https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T18:10:00+01:00,2024-03-12T20:00:00+01:00,"Kinodvor dvorana
Ljubljana"
VEČNI SPOMIN,,"https://www.mojekarte.si/si/vecni-spomin/vstopnice-1180913.html
https://dogodki.kulturnik.si/?where=Kinoklub%20Vi%C4%8D
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T18:30:00+01:00,,"Kinoklub Vič
Ljubljana"
"Človek je najhujša zver: Živali v folklori, literaturi in kulturi (Predstavitev knjige)",,"http://mestoliterature.si/clovek-je-najhujsa-zver-zivali-v-folklori-literaturi-in-kulturi-07-03-2024.html
https://dogodki.kulturnik.si/?where=Atrij%20ZRC%20SAZU
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T19:00:00+01:00,,"Atrij ZRC SAZU
Ljubljana"
Dežela pridnih: (anti)feminizmi (Pogovor z avtorji_cami),,"http://mestoliterature.si/dezela-pridnih-antifeminizmi-25-02-2024.html
https://dogodki.kulturnik.si/?where=Slovensko%20mladinsko%20gledali%C5%A1%C4%8De
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T19:30:00+01:00,,"Slovensko mladinsko gledališče
Ljubljana"
Neskončni spomin,,"https://www.kinodvor.org/film/neskoncni-spomin/
https://dogodki.kulturnik.si/?where=Kinodvor%20mala%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T19:30:00+01:00,2024-03-12T20:55:00+01:00,"Kinodvor mala dvorana
Ljubljana"
KORAKI V ČASU – SAM(I),,"https://www.mojekarte.si/si/koraki-v-casu-sam-i/vstopnice-1180985.html
https://dogodki.kulturnik.si/?where=Center%20kulture%20%C5%A0panski%20borci
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T20:00:00+01:00,,"Center kulture Španski borci
Ljubljana"
Dave Douglas Gifts Quintet,,"https://www.cd-cc.si/kultura/glasba/dave-douglas-gifts-quintet
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Klub%20CD
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T20:00:00+01:00,2024-03-12T21:00:00+01:00,"Cankarjev dom, Klub CD
Ljubljana"
Dave Douglas Gifts Quintet,,"https://www.cd-cc.si/kultura/glasba/dave-douglas-gifts-quintet
https://dogodki.kulturnik.si/?where=Cankarjev%20dom
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T20:00:00+01:00,,"Cankarjev dom
Ljubljana"
Severa Gjurin z zasedbo,,"https://www.sititeater.si/siti-za-dobro-musko/severa-gjurin/
https://dogodki.kulturnik.si/?where=SiTiTeater%2C%20Ljubljana
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T20:00:00+01:00,,"SiTiTeater, Ljubljana
Ljubljana"
ZANK,,"https://www.mojekarte.si/si/zank/vstopnice-1181263.html
https://dogodki.kulturnik.si/?where=Slovenska%20kinoteka
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T20:00:00+01:00,,"Slovenska kinoteka
Ljubljana"
Sozvočja sveta: Alexandria Rising,,"https://www.hostelcelica.com/sl/dogodki/sozvocja-sveta-alexandria-rising/
https://dogodki.kulturnik.si/?where=Hostel%20Celica
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T20:00:00+01:00,,"Hostel Celica
Ljubljana"
TOXIC,,"https://sngmb.mojekarte.si/si/toxic/vstopnice-1180191.html
https://dogodki.kulturnik.si/?where=SNG%20Maribor%3A%20Mali%20oder
https://dogodki.kulturnik.si/?where=Maribor","torek, 12. marec 2024",2024-03-12T20:00:00+01:00,,"SNG Maribor: Mali oder
Maribor"
Markt(l)Xperience ft. Tim Armacost,,"https://www.eventbrite.ie/e/marktlxperience-ft-tim-armacost-ny-jazz-tickets-779936379707
https://dogodki.kulturnik.si/?where=Prul%C4%8Dek
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T20:00:00+01:00,,"Prulček
Ljubljana"
Interesno območje,,"https://www.kinodvor.org/film/interesno-obmocje/
https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T20:30:00+01:00,2024-03-12T22:16:00+01:00,"Kinodvor dvorana
Ljubljana"
ZELENA MEJA,,"https://www.mojekarte.si/si/zelena-meja/vstopnice-1180914.html
https://dogodki.kulturnik.si/?where=Kinoklub%20Vi%C4%8D
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 12. marec 2024",2024-03-12T20:30:00+01:00,,"Kinoklub Vič
Ljubljana"
Mia Žnidarič,,"https://www.facebook.com/events/845448530662811/
https://dogodki.kulturnik.si/?where=Jazz%20Klub%20300%2C%20Ljubljana","torek, 12. marec 2024",2024-03-12T20:30:00+01:00,,"Jazz Klub 300, Ljubljana"
Happy Ol’ McWeasel / Klon,,"https://www.facebook.com/events/771256654552846/
https://dogodki.kulturnik.si/?where=Dvorana%20%C5%A0TUK%2C%20Maribor
https://dogodki.kulturnik.si/?where=Maribor","torek, 12. marec 2024",2024-03-12T22:00:00+01:00,,"Dvorana ŠTUK, Maribor
Maribor"
Festival dokumentarnega filma (FDF),,"http://www.fdf.si/
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T00:00:00+01:00,2024-03-21T00:00:00+01:00,Ljubljana
Razstava Igraj se z mano v Koroški galeriji likovnih umetnosti,,"https://www.glu-sg.si/en/event/razstava-igraj-se-z-mano-v-koroski-galeriji-likovnih-umetnosti/
https://dogodki.kulturnik.si/?where=Koro%C5%A1ka%20galerija%20likovnih%20umetnosti
https://dogodki.kulturnik.si/?where=Slovenj%20Gradec","sreda, 13. marec 2024",2024-03-13T00:00:00+01:00,2024-03-24T23:59:59+01:00,"Koroška galerija likovnih umetnosti
Slovenj Gradec"
"Nasmehi, ki odpirajo srca",,"https://www.cd-cc.si/kultura/razstave/nasmehi-ki-odpirajo-srca
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Mala%20galerija
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T00:00:00+01:00,2024-05-05T23:59:59+02:00,"Cankarjev dom, Mala galerija
Ljubljana"
Vaje v rasti: čudežna moč knjižnih serij (Simpozij),,"http://mestoliterature.si/vaje-v-rasti-cudezna-moc-knjiznih-serij-06-03-2024.html
https://dogodki.kulturnik.si/?where=Knji%C5%BEnica%20Otona%20%C5%BDupan%C4%8Di%C4%8Da
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T08:00:00+01:00,,"Knjižnica Otona Župančiča
Ljubljana"
Poletje ’91,,"https://www.kinodvor.org/film/poletje-91/
https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T10:00:00+01:00,2024-03-13T11:20:00+01:00,"Kinodvor dvorana
Ljubljana"
"Dnevnik Pauline P. za učitelje, zaprtega tipa",,"https://dogodki.kulturnik.si/?where=Kino%20Delavski%20Dom%20Trbovlje
https://dogodki.kulturnik.si/?where=Trbovlje","sreda, 13. marec 2024",2024-03-13T15:00:00+01:00,2024-03-13T16:30:00+01:00,"Kino Delavski Dom Trbovlje
Trbovlje"
Poletje ’91,,"https://www.kinodvor.org/film/poletje-91/
https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T15:00:00+01:00,2024-03-13T16:20:00+01:00,"Kinodvor dvorana
Ljubljana"
Nataša Konc Lorenzutti: Jutri bom siten kot pes (Predstavitev knjige),,"http://mestoliterature.si/natasa-konc-lorenzutti-jutri-bom-siten-kot-pes-05-03-2024.html
https://dogodki.kulturnik.si/?where=Knji%C5%BEnica%20Otona%20%C5%BDupan%C4%8Di%C4%8Da
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T17:00:00+01:00,,"Knjižnica Otona Župančiča
Ljubljana"
26. Festival dokumentarnega filma: Sestre v savni,,"https://www.mojekarte.si/si/26-festival-dokumentarnega-filma-sestre-v-savni/vstopnice-1180300.html
https://dogodki.kulturnik.si/?where=Kinodvor
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T17:00:00+01:00,,"Kinodvor
Ljubljana"
Sestre v savni,,"https://www.kinodvor.org/film/sestre-v-savni/
https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T17:00:00+01:00,2024-03-13T18:29:00+01:00,"Kinodvor dvorana
Ljubljana"
26. Festival dokumentarnega filma: Tišina razuma,,"https://www.mojekarte.si/si/26-festival-dokumentarnega-filma-tisina-razuma/vstopnice-1179894.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Kosovelova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T17:00:00+01:00,,"Cankarjev dom, Kosovelova dvorana
Ljubljana"
Neskončni spomin,,"https://www.kinodvor.org/film/neskoncni-spomin/
https://dogodki.kulturnik.si/?where=Kinodvor%20mala%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T17:30:00+01:00,2024-03-13T18:55:00+01:00,"Kinodvor mala dvorana
Ljubljana"
Fužinsko prvenstvo v namiznem nogometu,,"https://www.kotlovnica.si/sl/program/fuzinsko-prvenstvo-v-namiznem-nogometu
https://dogodki.kulturnik.si/?where=MC%20Kotlovnica
https://dogodki.kulturnik.si/?where=Kamnik","sreda, 13. marec 2024",2024-03-13T18:00:00+01:00,,"MC Kotlovnica
Kamnik"
Poezija med policami z dijakinjami in dijaki ljubljanskih srednjih šol (Literarni dogodek),,"http://mestoliterature.si/poezija-med-policami-z-dijakinjami-in-dijaki-ljubljanskih-srednjih-sol-06-03-2024.html
https://dogodki.kulturnik.si/?where=Knji%C5%BEnica%20Be%C5%BEigrad
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T18:30:00+01:00,,"Knjižnica Bežigrad
Ljubljana"
26. Festival dokumentarnega filma: Ozogoche,,"https://www.mojekarte.si/si/26-festival-dokumentarnega-filma-ozogoche/vstopnice-1180312.html
https://dogodki.kulturnik.si/?where=Slovenska%20kinoteka
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T19:00:00+01:00,,"Slovenska kinoteka
Ljubljana"
Forum Verborum #10: O transformacijah ljubezni (Literarno srečanje),,"http://mestoliterature.si/forum-verborum-10-o-transformacijah-ljubezni-06-03-2024.html
https://dogodki.kulturnik.si/?where=Center%20za%20poezijo%20Toma%C5%BEa%20%C5%A0alamuna
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T19:00:00+01:00,,"Center za poezijo Tomaža Šalamuna
Ljubljana"
Tina in Gašper,,"https://www.facebook.com/events/1481059336148487/
https://dogodki.kulturnik.si/?where=Gig%20Bar%26Burger%2C%20Ljubljana","sreda, 13. marec 2024",2024-03-13T19:00:00+01:00,,"Gig Bar&Burger, Ljubljana"
Pripovedke ob peči: Boštjan Napotnik,,"https://www.loski-muzej.si/dogodki/pripovedke-ob-peci-bostjan-napotnik/
https://dogodki.kulturnik.si/?where=%C5%A0koparjeva%20hi%C5%A1a
https://dogodki.kulturnik.si/?where=%C5%A0kofja%20Loka","sreda, 13. marec 2024",2024-03-13T19:00:00+01:00,,"Škoparjeva hiša
Škofja Loka"
Neskončni spomin,,"https://www.kinodvor.org/film/neskoncni-spomin/
https://dogodki.kulturnik.si/?where=Kinodvor%20mala%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T19:30:00+01:00,2024-03-13T20:55:00+01:00,"Kinodvor mala dvorana
Ljubljana"
Kristalni abonma: Akademski pevski zbor Maribor,,"https://www.sokolskidom.si/objava/804735
https://dogodki.kulturnik.si/?where=Sokolski%20dom
https://dogodki.kulturnik.si/?where=%C5%A0kofja%20Loka","sreda, 13. marec 2024",2024-03-13T19:30:00+01:00,,"Sokolski dom
Škofja Loka"
Wolfov koncertni abonma: Andreja Zakonjšek Krt,,"https://www.kulturni-dom-sg.si/wolfow-abonma
https://dogodki.kulturnik.si/?where=Rojstna%20hi%C5%A1a%20Huga%20Wolfa
https://dogodki.kulturnik.si/?where=Slovenj%20Gradec","sreda, 13. marec 2024",2024-03-13T19:30:00+01:00,,"Rojstna hiša Huga Wolfa
Slovenj Gradec"
Tomi Purich Trio & Eva Boto,,"https://www.facebook.com/events/427000729854283/
https://dogodki.kulturnik.si/?where=Kavarna%20SLAMI%C4%8C
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T19:30:00+01:00,,"Kavarna SLAMIČ
Ljubljana"
26. Festival dokumentarnega filma: Zajeti v izviru - Slovenski otroci Lebensborna,,"https://www.mojekarte.si/si/26-festival-dokumentarnega-filma-zajeti-v-izviru-slovenski-otroci-lebensborna/vstopnice-1180278.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Kosovelova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T19:30:00+01:00,,"Cankarjev dom, Kosovelova dvorana
Ljubljana"
Mednarodna dejavnost: Godalni kvartet Dissonance,,"https://dogodki.kulturnik.si/?where=Kogojeva%20dvorana%20DSS%2C%20Ljubljana
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T19:30:00+01:00,,"Kogojeva dvorana DSS, Ljubljana
Ljubljana"
Pošast,,"https://www.kinodvor.org/film/posast/
https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T20:00:00+01:00,2024-03-13T22:07:00+01:00,"Kinodvor dvorana
Ljubljana"
Level 34 x Rosišče: Julek Ploski / ascyth,,"https://www.facebook.com/events/3659187267655376/
https://dogodki.kulturnik.si/?where=Klub%20Channel%20Zero
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T20:00:00+01:00,,"Klub Channel Zero
Ljubljana"
"Plesni teater Ljubljana, HNK Ivana Zajca Rijeka",,"https://www.kd-domzale.si/po-motivih-s-gruma-in-j-p-kamova-golazen-21-02-2024.html
https://dogodki.kulturnik.si/?where=Kulturni%20dom%20Franca%20Bernika%20Dom%C5%BEale
https://dogodki.kulturnik.si/?where=Dom%C5%BEale","sreda, 13. marec 2024",2024-03-13T20:00:00+01:00,,"Kulturni dom Franca Bernika Domžale
Domžale"
GOLAZEN | ab GLSC 1,,"https://www.mojekarte.si/si/golazen-ab-glsc-1/vstopnice-1180915.html
https://dogodki.kulturnik.si/?where=Tom%C4%8Deva%20dvorana
https://dogodki.kulturnik.si/?where=Dom%C5%BEale","sreda, 13. marec 2024",2024-03-13T20:00:00+01:00,,"Tomčeva dvorana
Domžale"
Urban Tribe Series: Ratko Divjak Experience,,"https://www.facebook.com/events/1272922536707631/
https://dogodki.kulturnik.si/?where=Prul%C4%8Dek
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 13. marec 2024",2024-03-13T20:00:00+01:00,,"Prulček
Ljubljana"
Jazz v Narodnem domu: ADHD,,"https://www.nd-mb.si/glasba/vsi-koncerti/predstava/nd/adhd
https://dogodki.kulturnik.si/?where=Narodni%20dom%20Maribor
https://dogodki.kulturnik.si/?where=Maribor","sreda, 13. marec 2024",2024-03-13T20:30:00+01:00,,"Narodni dom Maribor
Maribor"
