Title,Description,Link,Date,StartDate,EndDate,Location
Pravljična urica za otroke,Pravljična urica za otroke v pravljični sobi Goriške knjižnice.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-12/2024022910230997/pravljicna-urica-za-otroke/,"Tuesday, 12. March 2024",2024-03-12T17:00:00+01:00,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Knjižnica semen,Knjižnica semen potuje po krajevnih knjižnicah. Vabljeni k izposoji ali darovanju domačih semen.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-12/2024022913113580/knjiznica-semen/,"Tuesday, 12. March 2024",2024-03-12T13:00:00+01:00,2024-03-12T18:00:00+01:00,"

					Krajevna knjižnica Solkan
				"
Velikonočna ustvarjalna delavnica z Urško,"Osnovnošolske otroke in mladino vabimo na ustvarjalne urice, kjer bomo ustvarjali velikonočne voščilnice za starejše. Dobrodelna akcija nastaja na pobudo Pedagoške fakultete v Kopru in z veseljem se ji pridružujemo tudi MKC Hiša mladih Ajdovščina. Ustvarjalno delavnico bo vodila Urška, vodja programa Mladost na burji, in v svojo družbo vabi osnovnošolsko mladino. Voščilnice bodo namenjene starejšim, ki živijo v domovih starejših občanov.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-12/2024030509281099/velikonocna-ustvarjalna-delavnica-z-ursko/,"Tuesday, 12. March 2024",2024-03-12T16:00:00+01:00,,"

					MKC Hiša mladih Ajdovščina
				"
Pogovor s prevajalko Patrizio Raveggi,"Patrizia Raveggi je rojena v Sieni, občasno živi v Vipavski dolini. Po študiju italijanske književnosti in kulturne zgodovine je delovala kot svetovalka za kulturo in kot direktorica italijanskih kulturnih inštitutov in diplomatka za promocijo kulture v številnih državah, bila je tudi lektorica na Filozofski fakulteti v Ljubljani. Po obdobju »kulturne nomadke« se je uveljavila kot izjemna prevajalka iz slovenščine in angleščine. Prav prevajanje leposlovja se je izkazalo za »matični vosek«, ki je z besedami Marka Kravosa metafora za jezik, sporazumevanje in bližino. Prevajalski opus, za katerega je prejela Lavrinovo diplomo Društva slovenskih književnih prevajalcev, obsega prevode številnih temeljnih del klasičnih in sodobnih slovenskih ustvarjalcev, tako za odrasle kot za otroke in mladino. Po zaslugi njenega esejističnega in publicističnega opusa v knjigah, uglednih revijah in časopisih ter na spletu pa je v Italiji opažena tudi slovenska književnost.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-12/2024030609435541/pogovor-s-prevajalko-patrizio-raveggi/,"Tuesday, 12. March 2024",2024-03-12T18:30:00+01:00,,"

					Lavričeva knjižnica Ajdovščina
				"
Razstava Rachele Gigli: Mikorize,"Rachele Gigli je prevajalka in večplastna ustvarjalka, živi v Gradežu v Italiji. Izmika se vsakemu poskusu klasifikacije, zanima jo vizualna umetnost v vseh njenih vidikih, vključno z video umetnostjo. Od malega je živela v spodbudnem okolju, od mame se je naučila ceniti slikanje in risanje, v čare fotografije jo je uvedel oče. V družinskem okolju ji je bilo, poleg umetnosti, prenešeno tudi znanje o divjih zeliščih, gobah in zametkih mikologije. Narava in veselje do njenega odkrivanja in raziskovanja je še ena njena velika strast, ki je del njenega vsakdana. Diplomirala je iz tujih jezikov in književnosti in ima različne izkušnje kot prevajalka. Že nekaj let se približuje estetiki stripa.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"Saturday, 27. January 2024 - Wednesday, 20. March 2024",,,"

					Klub Štala, Lokavec 45
				"
3. mednarodni extempore In vendar oživi,Svoja dela razstavlja 33 umetnikov iz Slovenije in Italije. Razstava bo na ogled do 30. 4. 2024.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"Thursday, 08. February 2024 - Tuesday, 30. April 2024",,,"

					Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
				"
Razstava: Hotel Sabotin skozi čas,"V letošnjem letu hotel Sabotin obeležuje 70-letnico. Ob tej priložnosti so v avli hotela Sabotin na ogled postavili razstavo reprodukcij starih dokumentov in fotografij, ki bo na ogled do 31. marca.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"Wednesday, 14. February 2024 - Sunday, 31. March 2024",,,"

					Hotel Sabotin, Solkan
				"
Razstava: Miran Kordež 1962–2023,"Urnik:  torek–sobota: 15.00–19.00 sobota, nedelja, prazniki: zaprto",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-15/2024022009112425/razstava:-miran-kordez-1962–2023/,"Thursday, 15. February 2024 - Wednesday, 13. March 2024",,,"

					Lokarjeva galerija, Ajdovščina
				"
Razstava: Stanka Golob: Slike iz peska,Razstava likovnih del Stanke Golob v osrednjem razstavnem prostoru Goriške knjižnice.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915370109/razstava:-stanka-golob:-slike-iz-peska/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Razstava: Janko Samsa: Lokomotive od nekoč do danes,Razstava maket železniških lokomotiv v lesu v razstavnem prostoru pri klavirju.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915392121/razstava:-janko-samsa:-lokomotive-od-nekoc-do-danes/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
"Predavanje: Psihologija uspeha, 7. del","Predavanje Branka Vodopivca spada v sklop njegove poslovne ideje, katere namen je, da si razvije novo kariero kot motivacijski govornik. Na predavanju bo na ogled tudi veliko zanimivega materialnega gradiva in fotografij, ki se nanašajo na projekte, ki jih je uspešno realiziral v preteklosti. Vabljeni vsi, ki si želite narediti nekaj na osebnem, študijskem in poslovnem področju.","https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-13/2024021508263943/predavanje:-psihologija-uspeha,-7-del/","Wednesday, 13. March 2024",2024-03-13T18:00:00+01:00,,"

					dvorana KS Renče
				"
40 let cestnega mostu čez Sočo v Solkanu,Vljudno vabljeni na ogled filma o gradnji mostu Dragiše Lazarevića.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-13/2024030208183173/40-let-cestnega-mostu-cez-soco-v-solkanu/,"Wednesday, 13. March 2024",2024-03-13T19:00:00+01:00,,"

					KS Solkan, Trg Jožeta Srebrniča 7
				"
Baletno-plesni nastop za otroke,"Plesni nastop pod mentorstvom Tatijane Černilogar v objemu super varuške Mary Poppins. V sodelovanju z Zvezo prijateljev mladine Slovenije, Medobčinskim društvom prijateljev mladine za Goriško. Dobimo se v prireditvenem prostoru pri klavirju.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-13/2024022915423402/baletnoplesni-nastop-za-otroke/,"Wednesday, 13. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Knjižnica semen,Knjižnica semen potuje po krajevnih knjižnicah. Vabljeni k izposoji ali darovanju domačih semen.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-13/2024022913211525/knjiznica-semen/,"Wednesday, 13. March 2024",2024-03-13T14:00:00+01:00,2024-03-13T18:00:00+01:00,"

					Krajevna knjižnica Šempeter
				"
Pravljična urica za otroke v Biljah,Pravljična urica za otroke.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-13/2024022911331699/pravljicna-urica-za-otroke-v-biljah/,"Wednesday, 13. March 2024",2024-03-13T18:00:00+01:00,,"

					Krajevna knjižnica Bilje
				"
Srečanja za nosečnice in mamice na porodniškem dopustu,"Šesto srečanje za mamice in nosečnice na porodniškem dopustu. Tema: Jaz, ne samo mama.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-13/2024022910443161/srecanja-za-nosecnice-in-mamice-na-porodniskem-dopustu/,"Wednesday, 13. March 2024",2024-03-13T10:00:00+01:00,2024-03-13T12:00:00+01:00,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Pohod PD Nova Gorica: nočna Skalnica,"Planinskega društva Nova Gorica vas vabi na nočni izlet na Skalnico (682 m), in sicer v sredo, 13. marca 2024. Več podrobnosti pri vodniku Stane Jablanšček (031 883 169) ali na društveni spletni strani. Lepo vabljeni.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-13/2024022614221675/pohod-pd-nova-gorica:-nocna-skalnica/,"Wednesday, 13. March 2024",2024-03-13T16:30:00+01:00,2024-03-13T21:00:00+01:00,"

					zbirno mesto: parkirišče pri Ošteriji Žogica
				"
Psalmi v šansonih Bora Seuška,"Vabimo vas, da prisluhnete novemu kantavtorskemu projektu Bora Seuška Psalmi v šansonih. Z zanosnimi besedili, občutenimi melodijami, s kančkom hudomušnosti in radovedno predanostjo Svetemu pismu vas bo popeljal v čas kralja Davida.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-13/2024021909463728/psalmi-v-sansonih-bora-seuska/,"Wednesday, 13. March 2024",2024-03-13T20:00:00+01:00,,"

					Konkatedrala Kristusa Odrešenika, Nova Gorica
				"
Razstava Rachele Gigli: Mikorize,"Rachele Gigli je prevajalka in večplastna ustvarjalka, živi v Gradežu v Italiji. Izmika se vsakemu poskusu klasifikacije, zanima jo vizualna umetnost v vseh njenih vidikih, vključno z video umetnostjo. Od malega je živela v spodbudnem okolju, od mame se je naučila ceniti slikanje in risanje, v čare fotografije jo je uvedel oče. V družinskem okolju ji je bilo, poleg umetnosti, prenešeno tudi znanje o divjih zeliščih, gobah in zametkih mikologije. Narava in veselje do njenega odkrivanja in raziskovanja je še ena njena velika strast, ki je del njenega vsakdana. Diplomirala je iz tujih jezikov in književnosti in ima različne izkušnje kot prevajalka. Že nekaj let se približuje estetiki stripa.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"Saturday, 27. January 2024 - Wednesday, 20. March 2024",,,"

					Klub Štala, Lokavec 45
				"
3. mednarodni extempore In vendar oživi,Svoja dela razstavlja 33 umetnikov iz Slovenije in Italije. Razstava bo na ogled do 30. 4. 2024.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"Thursday, 08. February 2024 - Tuesday, 30. April 2024",,,"

					Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
				"
Razstava: Hotel Sabotin skozi čas,"V letošnjem letu hotel Sabotin obeležuje 70-letnico. Ob tej priložnosti so v avli hotela Sabotin na ogled postavili razstavo reprodukcij starih dokumentov in fotografij, ki bo na ogled do 31. marca.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"Wednesday, 14. February 2024 - Sunday, 31. March 2024",,,"

					Hotel Sabotin, Solkan
				"
Razstava: Miran Kordež 1962–2023,"Urnik:  torek–sobota: 15.00–19.00 sobota, nedelja, prazniki: zaprto",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-15/2024022009112425/razstava:-miran-kordez-1962–2023/,"Thursday, 15. February 2024 - Wednesday, 13. March 2024",,,"

					Lokarjeva galerija, Ajdovščina
				"
Razstava: Stanka Golob: Slike iz peska,Razstava likovnih del Stanke Golob v osrednjem razstavnem prostoru Goriške knjižnice.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915370109/razstava:-stanka-golob:-slike-iz-peska/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Razstava: Janko Samsa: Lokomotive od nekoč do danes,Razstava maket železniških lokomotiv v lesu v razstavnem prostoru pri klavirju.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915392121/razstava:-janko-samsa:-lokomotive-od-nekoc-do-danes/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Cikel slovenskega filma z italijanskimi podnapisi: projekcija filma Telo,"V goste prihaja prejemnica nagrade Darko Bratina, režiserka Telesa Petra Seliškar. Njen dokumentarni film Telo, ki je nastajal kar dvajset let, je dobitnik nagrade vesna za najboljši dokumentarni film. Film vodi skozi občutljivo zgodbo o življenju in notranjem svetu ženske, ki se neustrašno bori z redkimi avtoimunskimi boleznimi. Dokumentaristka v filmu prepleta mešanico intimnih pogovorov, osebnih arhivov in impresionističnih podob.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-14/2024021409101750/cikel-slovenskega-filma-z-italijanskimi-podnapisi:-projekcija-filma-telo/,"Thursday, 14. March 2024",2024-03-14T20:00:00+01:00,,"

					Kinemax, Gorica
				"
Konferenca Digidan,"Konferenca Digidan je predstavitev kompletnega procesa digitalizacije poslovnih procesov – od načrtovanja do izvedbe. Ob vseh potrebnih korakih pa boste tudi dobili informacije, kako lahko digitalizacijo poslovanja finančno zaprete.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-14/2024030809354953/konferenca-digidan/,"Thursday, 14. March 2024",2024-03-14T09:00:00+01:00,,"

					Območna obrtno-podjetniška zbornica Ajdovščina
				"
Odprtje razstave: Umetnost v poučevanju,"Waldorfska šola Ajdovščina vabi k ogledu razstave v galeriji Hiše mladih. Razstavljeni rekviziti bodo slike, zvezki in izdelki učencev 7. razreda Waldorfske šole Primorska. Navdih za izdelke nam pripoveduje učna snov in pripovedno gradivo, ki ga učenci poslušajo med poukom. Oko, roka in srce pa ustvarjajo.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-14/2024030512462944/odprtje-razstave:-umetnost-v-poucevanju/,"Thursday, 14. March 2024",2024-03-14T18:00:00+01:00,,"

					MKC Hiša mladih Ajdovščina
				"
Predstavitev EU programov za organizacije Goriške regije (Movit) ,"Organizator dogodka je Movit, Nacionalna agencija programov EU Erasmus+: Mladina in Evropska solidarnostna enota, ki je v letu 2023 v okviru obeh programov razdelila skoraj 7.000.000,00 € evropskih sredstev in pri tem podprla 169 projektov, ki so se ali pa se še bodo izvajali na nacionalni in/ali mednarodni ravni. Razpoložljiva sredstva v letu 2024 so se še povišala, tako bodo v tem letu na dveh prijavnih rokih razdelili preko 7.300.000,00 €. ",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-14/2024030512445968/predstavitev-eu-programov-za-organizacije-goriske-regije-movit/,"Thursday, 14. March 2024",2024-03-14T14:00:00+01:00,,"

					MKC Hiša mladih Ajdovščina
				"
Multimedijsko predavanje: Moč zvočnih vibracij,Vljudno vabljeni na multimedijsko predavanje o moči zvočnih vibracij. ,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-14/2024030208540990/multimedijsko-predavanje:-moc-zvocnih-vibracij/,"Thursday, 14. March 2024",2024-03-14T18:30:00+01:00,,"

					Glasbena šola Nova Gorica
				"
Multimedijsko predavanje: Moč zvočnih vibracij,Vljudno vabljeni na multimedijsko predavanje o moči zvočnih vibracij. ,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-14/2024030208540849/multimedijsko-predavanje:-moc-zvocnih-vibracij/,"Thursday, 14. March 2024",2024-03-14T18:30:00+01:00,,"

					Glasbena šola Nova Gorica
				"
Knjižnica semen,Knjižnica semen potuje po krajevnih knjižnicah. Vabljeni k izposoji ali darovanju domačih semen.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-14/2024022911414967/knjiznica-semen/,"Thursday, 14. March 2024",2024-03-14T11:00:00+01:00,2024-03-14T18:00:00+01:00,"

					Krajevna knjižnica Branik
				"
Literarno srečanje: Evelina Umek o otroštvu in za otroke,"Evelina Umek o otroštvu in za otroke, pogovor z avtorico o delih P'nče in Po vodi, po suhem in počez: potepanja od Barkovelj do Škednja. Z avtorico se bo pogovarjala Marija Mercina.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-14/2024022910490681/literarno-srecanje:-evelina-umek-o-otrostvu-in-za-otroke/,"Thursday, 14. March 2024",2024-03-14T18:00:00+01:00,2024-03-14T19:00:00+01:00,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Predstavitev knjige Ane Jug: Od predpasnika do zapasnika,"Knjiga Ane Jug je prava enciklopedija za začetnike v odporu, za ostale pa zakladnica spominov, ki jim pomaga najti, kar so izgubili. Ideja, da bi morali v družbenih spremembah najti nekaj, kar smo izgubili, je pravzaprav globoko subverzivna: zahteva spoštovanje zgodovinske izkušnje in hkrati kritičnost do zgodovine, dosega distanco do vsake oblasti in politike ter nas osvobaja bremena »zvestobe« do simbolov, likov in idej, ki so se zdeli kot rešitev (dr. Svetlana Slapšak).",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-14/2024022612541507/predstavitev-knjige-ane-jug:-od-predpasnika-do-zapasnika/,"Thursday, 14. March 2024",2024-03-14T17:00:00+01:00,2024-03-14T19:00:00+01:00,"

					SReČNA hiša, Tumova ulica 5, Nova Gorica
				"
Razstava Rachele Gigli: Mikorize,"Rachele Gigli je prevajalka in večplastna ustvarjalka, živi v Gradežu v Italiji. Izmika se vsakemu poskusu klasifikacije, zanima jo vizualna umetnost v vseh njenih vidikih, vključno z video umetnostjo. Od malega je živela v spodbudnem okolju, od mame se je naučila ceniti slikanje in risanje, v čare fotografije jo je uvedel oče. V družinskem okolju ji je bilo, poleg umetnosti, prenešeno tudi znanje o divjih zeliščih, gobah in zametkih mikologije. Narava in veselje do njenega odkrivanja in raziskovanja je še ena njena velika strast, ki je del njenega vsakdana. Diplomirala je iz tujih jezikov in književnosti in ima različne izkušnje kot prevajalka. Že nekaj let se približuje estetiki stripa.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"Saturday, 27. January 2024 - Wednesday, 20. March 2024",,,"

					Klub Štala, Lokavec 45
				"
3. mednarodni extempore In vendar oživi,Svoja dela razstavlja 33 umetnikov iz Slovenije in Italije. Razstava bo na ogled do 30. 4. 2024.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"Thursday, 08. February 2024 - Tuesday, 30. April 2024",,,"

					Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
				"
Razstava: Hotel Sabotin skozi čas,"V letošnjem letu hotel Sabotin obeležuje 70-letnico. Ob tej priložnosti so v avli hotela Sabotin na ogled postavili razstavo reprodukcij starih dokumentov in fotografij, ki bo na ogled do 31. marca.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"Wednesday, 14. February 2024 - Sunday, 31. March 2024",,,"

					Hotel Sabotin, Solkan
				"
Razstava: Stanka Golob: Slike iz peska,Razstava likovnih del Stanke Golob v osrednjem razstavnem prostoru Goriške knjižnice.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915370109/razstava:-stanka-golob:-slike-iz-peska/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Razstava: Janko Samsa: Lokomotive od nekoč do danes,Razstava maket železniških lokomotiv v lesu v razstavnem prostoru pri klavirju.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915392121/razstava:-janko-samsa:-lokomotive-od-nekoc-do-danes/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Larin abonma: Pesem za Laro – ujetnica časa,"Avtorska glasbena drama Lare Jankovič s kvartetom. Karte: Eventim in 040 705 529, ",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-15/2023091915382078/larin-abonma:-pesem-za-laro-–-ujetnica-casa/,"Friday, 15. March 2024",2024-03-15T19:30:00+01:00,,"

					Dvorana prve slovenske vlade Ajdovščina
				"
Pravljična urica za otroke,Pravljična urica z Megi Rožič.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-15/2024022912563467/pravljicna-urica-za-otroke/,"Friday, 15. March 2024",2024-03-15T17:00:00+01:00,,"

					Krajevna knjižnica Miren
				"
Kuharska delavnica na Majeriji,"Pet hitrih grižljajev (finger food), dve hitro pripravljeni topli jedi, ena preprosta sladica.   ",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-15/2024030415552078/kuharska-delavnica-na-majeriji/,"Friday, 15. March 2024",2024-03-15T16:00:00+01:00,2024-03-15T20:00:00+01:00,"

					Majerija, Slap 18
				"
Koncert meditativne glasbe,"Gostujoča mariborska zasedba glasbene skupine Šakti nas bo ob spremljavi žive glasbe na tradicionalnih instrumentih in zvokih starodavnih indijskih manter popeljala v mistično zvočno izkušnjo sveta notranje moči, miru, radosti in harmonije.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-15/2024030614040056/koncert-meditativne-glasbe/,"Friday, 15. March 2024",2024-03-15T19:00:00+01:00,,"

					Športna dvorana Gimnazije Nova Gorica
				"
