Title,Description,Link,Date,Location
Električni avto – da ali ne?,,/sl/koledar-dogodkov/2024-02-28/2024020511425496/elektricni-avto-–-da-ali-ne/,"

					28.02.2024
				 

					18:00
												","

						Garaža, Vilharjeva ulica 20 q, Ajdovščina
					"
Delavnica popravljanja knjižnega gradiva,,/sl/koledar-dogodkov/2024-02-28/2024020912014670/delavnica-popravljanja-knjiznega-gradiva/,"

					28.02.2024
				 

					17:00
													- 18:00
								","

						Goriška knjižnica Franceta Bevka Nova Gorica
					"
Pravljična urica za otroke v Biljah,,/sl/koledar-dogodkov/2024-02-28/2024020912125933/pravljicna-urica-za-otroke-v-biljah/,"

					28.02.2024
				 

					18:00
													- 18:30
								","

						Krajevna knjižnica Bilje
					"
Pravljična urica za otroke v Šempetru,,/sl/koledar-dogodkov/2024-02-28/2024020912514892/pravljicna-urica-za-otroke-v-sempetru/,"

					28.02.2024
				 

					17:00
													- 17:30
								","

						Krajevna knjižnica Šempeter
					"
Razstava Rachele Gigli: Mikorize,,/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"

					27.01.2024 - 20.03.2024
				 
","

						Klub Štala, Lokavec 45
					"
Razstava: Na vroči strani Alp,,/sl/koledar-dogodkov/2024-02-05/2024020912033695/razstava:-na-vroci-strani-alp/,"

					05.02.2024 - 29.02.2024
				 
","

						Goriška knjižnica Franceta Bevka Nova Gorica
					"
Razstava likovnih del Marije Prelog: Zlati poljub/Poljub zlata in ptice,,/sl/koledar-dogodkov/2024-02-05/2024020912071226/razstava-likovnih-del-marije-prelog:-zlati-poljub-poljub-zlata-in-ptice/,"

					05.02.2024 - 29.02.2024
				 
","

						Goriška knjižnica Franceta Bevka Nova Gorica
					"
3. mednarodni extempore In vendar oživi,,/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"

					08.02.2024 - 30.04.2024
				 
","

						Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
					"
Likovna razstava Bojana Kovača,,/sl/koledar-dogodkov/2024-02-10/2024020111512796/likovna-razstava-bojana-kovaca/,"

					10.02.2024 - 11.03.2024
				 
","

						dvorana Društva MOST
					"
Razstava: Stari čebelnjak Maks pripoveduje: panjske končnice skozi čas,,/sl/koledar-dogodkov/2024-02-11/2024020910284113/razstava:-stari-cebelnjak-maks-pripoveduje:-panjske-koncnice-skozi-cas/,"

					11.02.2024 - 09.03.2024
				 
","

						Galerija Vipavski Križ
					"
Razstava: Hotel Sabotin skozi čas,,/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"

					14.02.2024 - 31.03.2024
				 
","

						Hotel Sabotin, Solkan
					"
Razstava: Miran Kordež 1962–2023,,/sl/koledar-dogodkov/2024-02-15/2024022009112425/razstava:-miran-kordez-1962–2023/,"

					15.02.2024 - 13.03.2024
				 
","

						Lokarjeva galerija, Ajdovščina
					"
"Stand-up komedija: Pozvek, Bohinc in Gorinšek",,"/sl/koledar-dogodkov/2024-02-29/2024020214412155/standup-komedija:-pozvek,-bohinc-in-gorinsek/","

					29.02.2024
				 

					20:00
												","

						MKC Hiša mladih Ajdovščina
					"
Odprtje razstave: Ponovno rojeni – slovenski partizani in reševanje zavezniških letalcev med 2. svetovno vojno,,/sl/koledar-dogodkov/2024-02-29/2024022009073544/odprtje-razstave:-ponovno-rojeni-–-slovenski-partizani-in-resevanje-zavezniskih-letalcev-med-2-svetovno-vojno/,"

					29.02.2024
				 

					18:00
													- 20:00
								","

						Pomnik miru na Cerju
					"
Knjižnica semen,,/sl/koledar-dogodkov/2024-02-29/2024020912565405/knjiznica-semen/,"

					29.02.2024
				 

					11:00
													- 18:00
								","

						Krajevna knjižnica Branik
					"
Pravljično-ugankarska urica za otroke,,/sl/koledar-dogodkov/2024-02-29/2024020912551582/pravljicnougankarska-urica-za-otroke/,"

					29.02.2024
				 

					17:00
												","

						Krajevna knjižnica Branik
					"
Predstavitev knjige Školjkine solze avtorice Darinke Kozinc,,/sl/koledar-dogodkov/2024-02-29/2024020912225374/predstavitev-knjige-skoljkine-solze-avtorice-darinke-kozinc/,"

					29.02.2024
				 

					18:00
													- 19:00
								","

						Krajevna knjižnica Miren
					"
Srečanje Bralnega kluba Bilke,,/sl/koledar-dogodkov/2024-02-29/2024020912145418/srecanje-bralnega-kluba-bilke/,"

					29.02.2024
				 

					18:00
													- 19:00
								","

						Krajevna knjižnica Bilje
					"
Predstavitev knjige Sandija Juga `Bitje: temelji srčne ozaveščenosti´,,/sl/koledar-dogodkov/2024-02-29/2024020911440684/predstavitev-knjige-sandija-juga-`bitje:-temelji-srcne-ozavescenosti´/,"

					29.02.2024
				 

					18:00
													- 19:00
								","

						Goriška knjižnica Franceta Bevka Nova Gorica
					"
Vse o krompirju: izbira sorte ter oskrba nasada krompirja,,/sl/koledar-dogodkov/2024-02-29/2024020511462646/vse-o-krompirju:-izbira-sorte-ter-oskrba-nasada-krompirja/,"

					29.02.2024
				 

					17:00
												","

						Učni center Brje
					"
Razstava Rachele Gigli: Mikorize,,/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"

					27.01.2024 - 20.03.2024
				 
","

						Klub Štala, Lokavec 45
					"
Razstava likovnih del Marije Prelog: Zlati poljub/Poljub zlata in ptice,,/sl/koledar-dogodkov/2024-02-05/2024020912071226/razstava-likovnih-del-marije-prelog:-zlati-poljub-poljub-zlata-in-ptice/,"

					05.02.2024 - 29.02.2024
				 
","

						Goriška knjižnica Franceta Bevka Nova Gorica
					"
Razstava: Na vroči strani Alp,,/sl/koledar-dogodkov/2024-02-05/2024020912033695/razstava:-na-vroci-strani-alp/,"

					05.02.2024 - 29.02.2024
				 
","

						Goriška knjižnica Franceta Bevka Nova Gorica
					"
3. mednarodni extempore In vendar oživi,,/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"

					08.02.2024 - 30.04.2024
				 
","

						Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
					"
Likovna razstava Bojana Kovača,,/sl/koledar-dogodkov/2024-02-10/2024020111512796/likovna-razstava-bojana-kovaca/,"

					10.02.2024 - 11.03.2024
				 
","

						dvorana Društva MOST
					"
Razstava: Stari čebelnjak Maks pripoveduje: panjske končnice skozi čas,,/sl/koledar-dogodkov/2024-02-11/2024020910284113/razstava:-stari-cebelnjak-maks-pripoveduje:-panjske-koncnice-skozi-cas/,"

					11.02.2024 - 09.03.2024
				 
","

						Galerija Vipavski Križ
					"
Razstava: Hotel Sabotin skozi čas,,/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"

					14.02.2024 - 31.03.2024
				 
","

						Hotel Sabotin, Solkan
					"
Razstava: Miran Kordež 1962–2023,,/sl/koledar-dogodkov/2024-02-15/2024022009112425/razstava:-miran-kordez-1962–2023/,"

					15.02.2024 - 13.03.2024
				 
","

						Lokarjeva galerija, Ajdovščina
					"
Otroška predstava: Bobek in barčica,,/sl/koledar-dogodkov/2024-03-01/2024021315411538/otroska-predstava:-bobek-in-barcica/,"

					01.03.2024
				 

					17:00
												","

						Kulturni dom Podnanos
					"
Zabava za (pre)mlade: Neon Glow Party,,/sl/koledar-dogodkov/2024-03-01/2024021608194898/zabava-za-premlade:-neon-glow-party/,"

					01.03.2024
				 

					18:00
												","

						MKC Hiša mladih Ajdovščina
					"
7. Mahle eco rally,,/sl/koledar-dogodkov/2024-03-01/2024021409065345/7-mahle-eco-rally/,"

					01.03.2024 - 02.03.2024
				 
","

						Nova Gorica in Gorica
					"
Razstava Rachele Gigli: Mikorize,,/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"

					27.01.2024 - 20.03.2024
				 
","

						Klub Štala, Lokavec 45
					"
3. mednarodni extempore In vendar oživi,,/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"

					08.02.2024 - 30.04.2024
				 
","

						Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
					"
Likovna razstava Bojana Kovača,,/sl/koledar-dogodkov/2024-02-10/2024020111512796/likovna-razstava-bojana-kovaca/,"

					10.02.2024 - 11.03.2024
				 
","

						dvorana Društva MOST
					"
Razstava: Stari čebelnjak Maks pripoveduje: panjske končnice skozi čas,,/sl/koledar-dogodkov/2024-02-11/2024020910284113/razstava:-stari-cebelnjak-maks-pripoveduje:-panjske-koncnice-skozi-cas/,"

					11.02.2024 - 09.03.2024
				 
","

						Galerija Vipavski Križ
					"
Razstava: Hotel Sabotin skozi čas,,/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"

					14.02.2024 - 31.03.2024
				 
","

						Hotel Sabotin, Solkan
					"
Razstava: Miran Kordež 1962–2023,,/sl/koledar-dogodkov/2024-02-15/2024022009112425/razstava:-miran-kordez-1962–2023/,"

					15.02.2024 - 13.03.2024
				 
","

						Lokarjeva galerija, Ajdovščina
					"
7. Mahle eco rally,,/sl/koledar-dogodkov/2024-03-01/2024021409065345/7-mahle-eco-rally/,"

					01.03.2024 - 02.03.2024
				 
","

						Nova Gorica in Gorica
					"
Seminar: Vse bistvo o razvoju zavesti,,/sl/koledar-dogodkov/2024-03-02/2024022215545618/seminar:-vse-bistvo-o-razvoju-zavesti/,"

					02.03.2024
				 

					09:00
													- 13:00
								","

						Pomnik miru na Cerju
					"
Razstava Rachele Gigli: Mikorize,,/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"

					27.01.2024 - 20.03.2024
				 
","

						Klub Štala, Lokavec 45
					"
3. mednarodni extempore In vendar oživi,,/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"

					08.02.2024 - 30.04.2024
				 
","

						Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
					"
Likovna razstava Bojana Kovača,,/sl/koledar-dogodkov/2024-02-10/2024020111512796/likovna-razstava-bojana-kovaca/,"

					10.02.2024 - 11.03.2024
				 
","

						dvorana Društva MOST
					"
Razstava: Stari čebelnjak Maks pripoveduje: panjske končnice skozi čas,,/sl/koledar-dogodkov/2024-02-11/2024020910284113/razstava:-stari-cebelnjak-maks-pripoveduje:-panjske-koncnice-skozi-cas/,"

					11.02.2024 - 09.03.2024
				 
","

						Galerija Vipavski Križ
					"
Razstava: Hotel Sabotin skozi čas,,/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"

					14.02.2024 - 31.03.2024
				 
","

						Hotel Sabotin, Solkan
					"
Razstava: Miran Kordež 1962–2023,,/sl/koledar-dogodkov/2024-02-15/2024022009112425/razstava:-miran-kordez-1962–2023/,"

					15.02.2024 - 13.03.2024
				 
","

						Lokarjeva galerija, Ajdovščina
					"
Gorski tek na Tabor,,/sl/koledar-dogodkov/2024-03-03/2024013109302996/gorski-tek-na-tabor/,"

					03.03.2024
				 

					11:00
												","

						Erzelj
					"
Srečanje s preteklostjo,,/sl/koledar-dogodkov/2024-03-03/2024022211265861/srecanje-s-preteklostjo/,"

					03.03.2024
				 

					09:00
													- 14:00
								","

						Športni center Šempeter-Vrtojba
					"
Razstava Rachele Gigli: Mikorize,,/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"

					27.01.2024 - 20.03.2024
				 
","

						Klub Štala, Lokavec 45
					"
3. mednarodni extempore In vendar oživi,,/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"

					08.02.2024 - 30.04.2024
				 
","

						Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
					"
Likovna razstava Bojana Kovača,,/sl/koledar-dogodkov/2024-02-10/2024020111512796/likovna-razstava-bojana-kovaca/,"

					10.02.2024 - 11.03.2024
				 
","

						dvorana Društva MOST
					"
Razstava: Stari čebelnjak Maks pripoveduje: panjske končnice skozi čas,,/sl/koledar-dogodkov/2024-02-11/2024020910284113/razstava:-stari-cebelnjak-maks-pripoveduje:-panjske-koncnice-skozi-cas/,"

					11.02.2024 - 09.03.2024
				 
","

						Galerija Vipavski Križ
					"
Razstava: Hotel Sabotin skozi čas,,/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"

					14.02.2024 - 31.03.2024
				 
","

						Hotel Sabotin, Solkan
					"
Razstava: Miran Kordež 1962–2023,,/sl/koledar-dogodkov/2024-02-15/2024022009112425/razstava:-miran-kordez-1962–2023/,"

					15.02.2024 - 13.03.2024
				 
","

						Lokarjeva galerija, Ajdovščina
					"
Razstava Rachele Gigli: Mikorize,,/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"

					27.01.2024 - 20.03.2024
				 
","

						Klub Štala, Lokavec 45
					"
3. mednarodni extempore In vendar oživi,,/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"

					08.02.2024 - 30.04.2024
				 
","

						Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
					"
Likovna razstava Bojana Kovača,,/sl/koledar-dogodkov/2024-02-10/2024020111512796/likovna-razstava-bojana-kovaca/,"

					10.02.2024 - 11.03.2024
				 
","

						dvorana Društva MOST
					"
Razstava: Stari čebelnjak Maks pripoveduje: panjske končnice skozi čas,,/sl/koledar-dogodkov/2024-02-11/2024020910284113/razstava:-stari-cebelnjak-maks-pripoveduje:-panjske-koncnice-skozi-cas/,"

					11.02.2024 - 09.03.2024
				 
","

						Galerija Vipavski Križ
					"
Razstava: Hotel Sabotin skozi čas,,/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"

					14.02.2024 - 31.03.2024
				 
","

						Hotel Sabotin, Solkan
					"
Razstava: Miran Kordež 1962–2023,,/sl/koledar-dogodkov/2024-02-15/2024022009112425/razstava:-miran-kordez-1962–2023/,"

					15.02.2024 - 13.03.2024
				 
","

						Lokarjeva galerija, Ajdovščina
					"
Razstava Rachele Gigli: Mikorize,,/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"

					27.01.2024 - 20.03.2024
				 
","

						Klub Štala, Lokavec 45
					"
3. mednarodni extempore In vendar oživi,,/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"

					08.02.2024 - 30.04.2024
				 
","

						Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
					"
Likovna razstava Bojana Kovača,,/sl/koledar-dogodkov/2024-02-10/2024020111512796/likovna-razstava-bojana-kovaca/,"

					10.02.2024 - 11.03.2024
				 
","

						dvorana Društva MOST
					"
Razstava: Stari čebelnjak Maks pripoveduje: panjske končnice skozi čas,,/sl/koledar-dogodkov/2024-02-11/2024020910284113/razstava:-stari-cebelnjak-maks-pripoveduje:-panjske-koncnice-skozi-cas/,"

					11.02.2024 - 09.03.2024
				 
","

						Galerija Vipavski Križ
					"
Razstava: Hotel Sabotin skozi čas,,/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"

					14.02.2024 - 31.03.2024
				 
","

						Hotel Sabotin, Solkan
					"
Razstava: Miran Kordež 1962–2023,,/sl/koledar-dogodkov/2024-02-15/2024022009112425/razstava:-miran-kordez-1962–2023/,"

					15.02.2024 - 13.03.2024
				 
","

						Lokarjeva galerija, Ajdovščina
					"
Razstava Rachele Gigli: Mikorize,,/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"

					27.01.2024 - 20.03.2024
				 
","

						Klub Štala, Lokavec 45
					"
3. mednarodni extempore In vendar oživi,,/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"

					08.02.2024 - 30.04.2024
				 
","

						Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
					"
Likovna razstava Bojana Kovača,,/sl/koledar-dogodkov/2024-02-10/2024020111512796/likovna-razstava-bojana-kovaca/,"

					10.02.2024 - 11.03.2024
				 
","

						dvorana Društva MOST
					"
Razstava: Stari čebelnjak Maks pripoveduje: panjske končnice skozi čas,,/sl/koledar-dogodkov/2024-02-11/2024020910284113/razstava:-stari-cebelnjak-maks-pripoveduje:-panjske-koncnice-skozi-cas/,"

					11.02.2024 - 09.03.2024
				 
","

						Galerija Vipavski Križ
					"
Razstava: Hotel Sabotin skozi čas,,/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"

					14.02.2024 - 31.03.2024
				 
","

						Hotel Sabotin, Solkan
					"
Razstava: Miran Kordež 1962–2023,,/sl/koledar-dogodkov/2024-02-15/2024022009112425/razstava:-miran-kordez-1962–2023/,"

					15.02.2024 - 13.03.2024
				 
","

						Lokarjeva galerija, Ajdovščina
					"
Vinski večer z Aniko Horvat na posestvu Guerila,,/sl/koledar-dogodkov/2024-03-07/2024021612530481/vinski-vecer-z-aniko-horvat-na-posestvu-guerila/,"

					07.03.2024
				 

					19:00
													- 22:00
								","

						Posestvo Guerila, Planina
					"
Razstava Rachele Gigli: Mikorize,,/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"

					27.01.2024 - 20.03.2024
				 
","

						Klub Štala, Lokavec 45
					"
3. mednarodni extempore In vendar oživi,,/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"

					08.02.2024 - 30.04.2024
				 
","

						Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
					"
Likovna razstava Bojana Kovača,,/sl/koledar-dogodkov/2024-02-10/2024020111512796/likovna-razstava-bojana-kovaca/,"

					10.02.2024 - 11.03.2024
				 
","

						dvorana Društva MOST
					"
Razstava: Stari čebelnjak Maks pripoveduje: panjske končnice skozi čas,,/sl/koledar-dogodkov/2024-02-11/2024020910284113/razstava:-stari-cebelnjak-maks-pripoveduje:-panjske-koncnice-skozi-cas/,"

					11.02.2024 - 09.03.2024
				 
","

						Galerija Vipavski Križ
					"
Razstava: Hotel Sabotin skozi čas,,/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"

					14.02.2024 - 31.03.2024
				 
","

						Hotel Sabotin, Solkan
					"
Razstava: Miran Kordež 1962–2023,,/sl/koledar-dogodkov/2024-02-15/2024022009112425/razstava:-miran-kordez-1962–2023/,"

					15.02.2024 - 13.03.2024
				 
","

						Lokarjeva galerija, Ajdovščina
					"
Tradicionalni koncert ob mednarodnem prazniku žena: Rože za tvoj dan,,/sl/koledar-dogodkov/2024-03-08/2024021409083937/tradicionalni-koncert-ob-mednarodnem-prazniku-zena:-roze-za-tvoj-dan/,"

					08.03.2024
				 

					19:00
												","

						Velika dvorana občinske stavbe Nova Gorica
					"
Razstava Rachele Gigli: Mikorize,,/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"

					27.01.2024 - 20.03.2024
				 
","

						Klub Štala, Lokavec 45
					"
3. mednarodni extempore In vendar oživi,,/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"

					08.02.2024 - 30.04.2024
				 
","

						Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
					"
Likovna razstava Bojana Kovača,,/sl/koledar-dogodkov/2024-02-10/2024020111512796/likovna-razstava-bojana-kovaca/,"

					10.02.2024 - 11.03.2024
				 
","

						dvorana Društva MOST
					"
Razstava: Stari čebelnjak Maks pripoveduje: panjske končnice skozi čas,,/sl/koledar-dogodkov/2024-02-11/2024020910284113/razstava:-stari-cebelnjak-maks-pripoveduje:-panjske-koncnice-skozi-cas/,"

					11.02.2024 - 09.03.2024
				 
","

						Galerija Vipavski Križ
					"
Razstava: Hotel Sabotin skozi čas,,/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"

					14.02.2024 - 31.03.2024
				 
","

						Hotel Sabotin, Solkan
					"
Razstava: Miran Kordež 1962–2023,,/sl/koledar-dogodkov/2024-02-15/2024022009112425/razstava:-miran-kordez-1962–2023/,"

					15.02.2024 - 13.03.2024
				 
","

						Lokarjeva galerija, Ajdovščina
					"
"Voden ogled: Od korita do kopita, od strojarja do čevljarja",,"/sl/koledar-dogodkov/2024-03-09/2024022010145100/voden-ogled:-od-korita-do-kopita,-od-strojarja-do-cevljarja/","

					09.03.2024
				 

					14:00
													- 15:30
								","

						Miren, pri občini
					"
Primorska poje 2024: Dorberk,,/sl/koledar-dogodkov/2024-03-09/2024022109425905/primorska-poje-2024:-dorberk/,"

					09.03.2024
				 

					20:00
												","

						cerkev sv. Danijela, Dornberk
					"
Primorska poje 2024: Grgar,,/sl/koledar-dogodkov/2024-03-09/2024022109482921/primorska-poje-2024:-grgar/,"

					09.03.2024
				 

					20:00
												","

						Kulturni dom Grgar
					"
Etno banda Poseben gušt,,/sl/koledar-dogodkov/2024-03-09/2024022315352067/etno-banda-poseben-gust/,"

					09.03.2024
				 

					19:30
												","

						Kulturni dom Šempas
					"
Razstava Rachele Gigli: Mikorize,,/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"

					27.01.2024 - 20.03.2024
				 
","

						Klub Štala, Lokavec 45
					"
3. mednarodni extempore In vendar oživi,,/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"

					08.02.2024 - 30.04.2024
				 
","

						Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
					"
Likovna razstava Bojana Kovača,,/sl/koledar-dogodkov/2024-02-10/2024020111512796/likovna-razstava-bojana-kovaca/,"

					10.02.2024 - 11.03.2024
				 
","

						dvorana Društva MOST
					"
Razstava: Stari čebelnjak Maks pripoveduje: panjske končnice skozi čas,,/sl/koledar-dogodkov/2024-02-11/2024020910284113/razstava:-stari-cebelnjak-maks-pripoveduje:-panjske-koncnice-skozi-cas/,"

					11.02.2024 - 09.03.2024
				 
","

						Galerija Vipavski Križ
					"
Razstava: Hotel Sabotin skozi čas,,/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"

					14.02.2024 - 31.03.2024
				 
","

						Hotel Sabotin, Solkan
					"
Razstava: Miran Kordež 1962–2023,,/sl/koledar-dogodkov/2024-02-15/2024022009112425/razstava:-miran-kordez-1962–2023/,"

					15.02.2024 - 13.03.2024
				 
","

						Lokarjeva galerija, Ajdovščina
					"
Komedija: Na zdravje,,/sl/koledar-dogodkov/2024-03-10/2024020611265559/komedija:-na-zdravje/,"

					10.03.2024
				 

					19:00
												","

						Dvorana prve slovenske vlade Ajdovščina
					"
14. Pohod med zaselki in studenci,,/sl/koledar-dogodkov/2024-03-10/2024021511150405/14-pohod-med-zaselki-in-studenci/,"

					10.03.2024
				 

					09:00
												","

						Stara šola na Erzelju (Erzelj 17)
					"
Koncert citrarke Tanje Zajc Zupan z gosti,,/sl/koledar-dogodkov/2024-03-10/2024021912002989/koncert-citrarke-tanje-zajc-zupan-z-gosti/,"

					10.03.2024
				 

					16:00
												","

						Kulturni dom Vipava
					"
Karate turnir `mladi upi´ Sakura 2024,,/sl/koledar-dogodkov/2024-03-10/2024022109001705/karate-turnir-`mladi-upi´-sakura-2024/,"

					10.03.2024
				 

					10:00
												","

						športna dvorana OŠ Dobravlje
					"
9. Kras Kros MTB,,/sl/koledar-dogodkov/2024-03-10/2024022309160090/9-kras-kros-mtb/,"

					10.03.2024
				 

					10:00
												","

						Miren pri nogometnem igrišču Adria
					"
Razstava Rachele Gigli: Mikorize,,/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"

					27.01.2024 - 20.03.2024
				 
","

						Klub Štala, Lokavec 45
					"
3. mednarodni extempore In vendar oživi,,/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"

					08.02.2024 - 30.04.2024
				 
","

						Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
					"
Likovna razstava Bojana Kovača,,/sl/koledar-dogodkov/2024-02-10/2024020111512796/likovna-razstava-bojana-kovaca/,"

					10.02.2024 - 11.03.2024
				 
","

						dvorana Društva MOST
					"
Razstava: Hotel Sabotin skozi čas,,/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"

					14.02.2024 - 31.03.2024
				 
","

						Hotel Sabotin, Solkan
					"
Razstava: Miran Kordež 1962–2023,,/sl/koledar-dogodkov/2024-02-15/2024022009112425/razstava:-miran-kordez-1962–2023/,"

					15.02.2024 - 13.03.2024
				 
","

						Lokarjeva galerija, Ajdovščina
					"
Razstava Rachele Gigli: Mikorize,,/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"

					27.01.2024 - 20.03.2024
				 
","

						Klub Štala, Lokavec 45
					"
3. mednarodni extempore In vendar oživi,,/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"

					08.02.2024 - 30.04.2024
				 
","

						Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
					"
Likovna razstava Bojana Kovača,,/sl/koledar-dogodkov/2024-02-10/2024020111512796/likovna-razstava-bojana-kovaca/,"

					10.02.2024 - 11.03.2024
				 
","

						dvorana Društva MOST
					"
Razstava: Hotel Sabotin skozi čas,,/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"

					14.02.2024 - 31.03.2024
				 
","

						Hotel Sabotin, Solkan
					"
Razstava: Miran Kordež 1962–2023,,/sl/koledar-dogodkov/2024-02-15/2024022009112425/razstava:-miran-kordez-1962–2023/,"

					15.02.2024 - 13.03.2024
				 
","

						Lokarjeva galerija, Ajdovščina
					"
Razstava Rachele Gigli: Mikorize,,/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"

					27.01.2024 - 20.03.2024
				 
","

						Klub Štala, Lokavec 45
					"
3. mednarodni extempore In vendar oživi,,/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"

					08.02.2024 - 30.04.2024
				 
","

						Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
					"
Razstava: Hotel Sabotin skozi čas,,/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"

					14.02.2024 - 31.03.2024
				 
","

						Hotel Sabotin, Solkan
					"
Razstava: Miran Kordež 1962–2023,,/sl/koledar-dogodkov/2024-02-15/2024022009112425/razstava:-miran-kordez-1962–2023/,"

					15.02.2024 - 13.03.2024
				 
","

						Lokarjeva galerija, Ajdovščina
					"
"Predavanje: Psihologija uspeha, 7. del",,"/sl/koledar-dogodkov/2024-03-13/2024021508263943/predavanje:-psihologija-uspeha,-7-del/","

					13.03.2024
				 

					18:00
												","

						dvorana KS Renče
					"
Psalmi v šansonih Bora Seuška,,/sl/koledar-dogodkov/2024-03-13/2024021909463728/psalmi-v-sansonih-bora-seuska/,"

					13.03.2024
				 

					20:00
												","

						Konkatedrala Kristusa Odrešenika, Nova Gorica
					"
Razstava Rachele Gigli: Mikorize,,/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"

					27.01.2024 - 20.03.2024
				 
","

						Klub Štala, Lokavec 45
					"
