Title,Description,Link,Date,StartDate,EndDate,Location
Praznik kronic,"
Med 24. februarjem in 31. marcem vabimo obiskovalce, da si ogledajo kronice ter izvedo več o varovanju kronic in njihovem življenjskem prostoru.
 Med 24. februarjem in 31. marcem vabimo obiskovalce, da si ogledajo kronice ter izvedo več o varovanju kronic in njihovem življenjskem prostoru. V Hujski loki, naravnem predelu Arboretuma Volčji Potok, se vsako pomlad razcvetijo kronice. Kronice, z daljšim imenom veliki pomladni zvončki, s svojimi cvetovi pobelijo pet hektarjev močvirnega gozda, bregove potokov in robove vlažnih travnikov. To je eden od večjih predelov s kronicami v osrednji Sloveniji. 
Tip: Ostale prireditve
Kontakt: Arboretum Volčji Potok                                00 386 1 831 23 45 prireditve@arboretum.si
","https://www.google.com/maps/dir/Current+Location/46.1881,14.6137
https://www.arboretum.si/dogodek/praznik-kronic/?occurrence=2024-02-24","Saturday, 24. February 2024 - Sunday, 31. March 2024",,,"Radomlje, Arboretum Volčji Potok"
Razstava Interspace,"
Akademski slikar in režiser Robert Černelč v svojem umetniškem delovanju uspešno, zlasti analitično sistematično združuje medij slikarstva, video umetnosti in medij filmskega ustvarjanja. 
 Akademski slikar in režiser Robert Černelč v svojem umetniškem delovanju uspešno, zlasti analitično sistematično združuje medij slikarstva, video umetnosti in medij filmskega ustvarjanja.  Svoje delovanje širi tudi na področja video umetnosti, scenografije in scenaristike. Robert Černelč je vsestranski likovni ustvarjalec, blizu so mu gibljive podobe, ki izražajo problematiko sodobne recepcije. Njegova dela zadnjih let tako izhajajo iz dekonstrukcije filma. Ukvarja se z idejo, kako na sliki rekonstruirati specifični filmski trenutek v suspenzu pričakovanja, ki prihaja od zunaj, iz prostora, ki na sliki ni prikazan, je pa implicitno navzoč.
Tip: Kulturne prireditve

","https://www.google.com/maps/dir/Current+Location/46.0495,14.5066
https://mgml.si/sl/mestna-galerija/razstave/659/robert-cernelc-interspace/
https://mgml.si/sl/mestna-galerija/razstave/659/robert-cernelc-interspace/","Thursday, 29. February 2024 - Sunday, 05. May 2024",,,"Ljubljana, Mestna galerija Ljubljana - MGML"
RAZSTAVA PRAVLJICE PRI MOHORJU," Razstavo pravljice Pri Mohorju si lahko ogledate od 1. do 31. marca 2024 pred Študijskim oddelkom knjižnice Ivana Potrča Ptuj. Predstavljenih je 5 pravljic iz ciklusa Haloških pravljic avtorja Boštjana Koražije.
Tip: Kulturne prireditve

","https://www.google.com/maps/dir/Current+Location/46.4198,15.8663
https://visitptuj.eu/dozivite-ptuj/razstave/razstava-pravljice-pri-mohorju/","Friday, 01. March 2024 - Sunday, 31. March 2024",,,"Ptuj, Pred študijskim oddelkom knjižnice Ivana Potrča Ptuj"
RAZSTAVA ČAROBEN SVET ILUSTRACIJ TINE DOBRAJC," Razstavo Čaroben svet ilustracij Tine Dobrajc si lahko ogledate od 1. do 31. marca 2024, pred izposojo Mladinskega oddelka knjižnice Ivana Potrča Ptuj.  
Tip: Kulturne prireditve

","https://www.google.com/maps/dir/Current+Location/46.4198,15.8663
https://visitptuj.eu/dozivite-ptuj/razstave/razstava-caroben-svet-ilustracij-tine-dobrajc/","Friday, 01. March 2024 - Sunday, 31. March 2024",,,"Ptuj, pred izposojo Mladinskega oddelka knjižnice Ivana Potrča Ptuj"
Razstava kaktusov,"
V Arboretumu si lahko ogledate edinstveno razstavo kaktusov, ki vključuje preko 1000 rastlin iz zbirke Dušana Hrovatina.
 V Arboretumu si lahko ogledate edinstveno razstavo kaktusov, ki vključuje preko 1000 rastlin iz zbirke Dušana Hrovatina. Posebnost zbirke je v raznovrstnosti primerkov in njihovi starosti, tako da vas razstava zagotovo ne bo pustila ravnodušnih. Najstarejši primerek v rastlinjaku ima že petdeset let. Poleg kaktusov rastlinjak ponuja sočnice, čebulnice, mlečke, tilandsije, kristate, bulbe in žive kamenčke. Slednji slovijo po zmožnosti prikrivanja – so kameleoni v svetu rastlin, saj se njihova barva prilagodi barvi okolice.
Tip: Kulturne prireditve, Ostale prireditve
Kontakt: Arboretum Volčji Potok                                00386 1 8312 345 prireditve@arboretum.si
","https://www.google.com/maps/dir/Current+Location/46.1881,14.6137
https://www.arboretum.si/dogodek/razstava-kaktusov/?occurrence=2024-03-02","Saturday, 02. March 2024 - Sunday, 03. November 2024",,,"Radomlje, Arboretum Volčji Potok"
Gašper Capuder: Men Are Posting Pics Of Their Homes...,"
Gašper Capuder je mlad in senzibilen umetnik, ki teme in vsebino za svoje ustvarjanje najprej jemlje iz svojega življenja. V galeriji Equrna se predstavlja tretjič s samostojno konceptualno-slikarsko razstavo oziroma s site-specific razporeditvijo z naslovom ""Men Are Posting Pics Of Their Homes Asking How To Make The Space Cozier And Here Are 50 Of The Best End Results"".
 Gašper Capuder je mlad in senzibilen umetnik, ki teme in vsebino za svoje ustvarjanje najprej jemlje iz svojega življenja. V galeriji Equrna se predstavlja tretjič s samostojno konceptualno-slikarsko razstavo oziroma s site-specific razporeditvijo z naslovom ""Men Are Posting Pics Of Their Homes Asking How To Make The Space Cozier And Here Are 50 Of The Best End Results"". Gre za razstavo slik, objektov in videov, katerih osrednja tema je ideja igre. Predstavljene bodo štiri velike slike generičnih dnevnih sob (vir = Pinterest, Instagram, Ikea itd.), kamor avtor vnaša vsakodnevne objekte in artikulira semantične tenzije med njimi, s tem pa se odpira mnoštvo asociacij. Poleg večjih del bo predstavljena tudi serija manjših slik, ki z večjimi deli komunicirajo tako na formalni in vsebinski ravni.
Tip: Kulturne prireditve

","https://www.google.com/maps/dir/Current+Location/46.05,14.5001
https://www.equrna.si/
https://www.equrna.si/","Tuesday, 05. March 2024 - Thursday, 04. April 2024",,,"Ljubljana, Galerija Equrna"
Nuša Smolič - Razstava Metamorfoze,"
Razstava Metamorfoze zaobjema sedmo poglavje v zaporedju samostojnih razstav, ki jih akademska slikarka Nuša Smolič izvaja kot del svojega projekta zadnjega leta. Predstavitve potekajo v raznolikih krajih, kjer vsak kraj prispeva svoj edinstven utrip in vsaka od razstav oblikuje svoj unikaten koncept.
 Razstava Metamorfoze zaobjema sedmo poglavje v zaporedju samostojnih razstav, ki jih akademska slikarka Nuša Smolič izvaja kot del svojega projekta zadnjega leta. Predstavitve potekajo v raznolikih krajih, kjer vsak kraj prispeva svoj edinstven utrip in vsaka od razstav oblikuje svoj unikaten koncept. Razstava vabi obiskovalce na potovanje skozi čas in prostor, kjer se življenje prikazuje kot neprestano spreminjanje. Umetnica nam skozi pripoved portretov v različnih tehnikah podaja filozofsko sporočilo o naravi eksistence in nenehnih metamorfozah, ki jih doživljamo. Vsak portret postane okno v dušo posameznika, kjer se prepletajo barve, oblike in teksture, ki simbolizirajo preteklost, sedanjost in prihodnost. Vabijo nas k razmišljanju o naravi časa, eksistence in odnosu do transformacij.
Tip: Kulturne prireditve
Kontakt: Mestna občina Ptuj, Galerija Magistrat                                . barbara.fercic@ptuj.si
","https://www.google.com/maps/dir/Current+Location/46.4197,15.8721
https://www.ptuj.si/objava/891507","Wednesday, 06. March 2024 - Thursday, 04. April 2024",,,"Ptuj, Galerija Magistrat"
"26. Festival Malvazija, žlahtni okus Mediterana","
Vinski festival

Tip: Gastronomske prireditve, Sejmi, gospodarske in promocijske razstave

","https://www.google.com/maps/dir/Current+Location/45.5143,13.5893
https://www.portoroz.si/si/dozivi/dogodki/8446-26-festival-malvazija-zlahtni-okus-mediterana","Sunday, 10. March 2024 - Monday, 11. March 2024",,,"Portorož, Kongresni center hotelov LifeClass, Portorož"
Razširite znanje,"
Kako umetnost spreminja naš način dojemanja sveta? Kako lahko zvok in slika ustvarita iluzijo resničnosti? Na tem vodstvu boste spoznali različne umetniške pristope, ki izzivajo naše čute in nas vabijo k razmisleku o tem, kaj je vidno in kaj nevidno, kaj je resnično in kaj namišljeno.
 Kako umetnost spreminja naš način dojemanja sveta? Kako lahko zvok in slika ustvarita iluzijo resničnosti? Na tem vodstvu boste spoznali različne umetniške pristope, ki izzivajo naše čute in nas vabijo k razmisleku o tem, kaj je vidno in kaj nevidno, kaj je resnično in kaj namišljeno. Pridružite se nam na vodstvu po skupinski razstavi Razširjeni vid s kustosinjo Alenko Trebušak in raziščite dela umetnikov in umetnic, ki izkoriščajo vrzeli v percepciji z namenom zavajanja čutov in se osredotočajo na vprašanje, kaj vidimo, ko gledamo, in kaj slišimo, ko poslušamo? 
Tip: Kulturne prireditve

","https://www.google.com/maps/dir/Current+Location/46.059,14.5199
mailto:info@cukrarna.art
https://www.visitljubljana.com/sl/obiskovalci/nacrtujte-svoj-obisk/prireditve/razsirite-znanje/","Sunday, 10. March 2024",,,"Ljubljana, Cukrarna"
Usodni pogledi,"
Poglobili se boste predvsem v antične ljubezenske zgodbe, ki so v svoji silovitosti, neposrednosti in nenavadnosti odmevale v slikarstvu od renesanse naprej.
 Poglobili se boste predvsem v antične ljubezenske zgodbe, ki so v svoji silovitosti, neposrednosti in nenavadnosti odmevale v slikarstvu od renesanse naprej. Ob umetninah v stalni zbirki se boste pogovarjali o princesah na belih konjih, ljubezenskih četverokotnikih in ženskah, ki so moškim snele glavo.
Tip: Kulturne prireditve

","https://www.google.com/maps/dir/Current+Location/46.054,14.5003
https://www.ng-slo.si/si/dogodki/javno-vodstvo-usodni-pogledi?id=5923
","Sunday, 10. March 2024",,,"Ljubljana, Narodna galerija"
TEDENSKI NAPOVEDNIK," TEDEN RESTAVRACIJ TOREK, 12. 3. 2024 ČETRTEK, 14. 3. 2024 PETEK, 15. 3. 2024 SOBOTA, 16. 3. 2024 PTUJSKI GRAD
Delovni čas: torek-nedelja: 10.00-16.00 | ponedeljek: zaprto
 STALNA RAZSTAVA   STARA STEKLARSKA
 DEJA KOSI: POGLED SKOZI OBJEKTIV 23. 2.-8. 3. 2024 GALERIJA MESTA PTUJ
Delovni čas: torek-petek: 10.00-17.00 | sobota, nedelja & prazniki: 10.00-17.00 | ponedeljek: zaprto
KABINET STOJANA KERBLERJAstalna fotografska razstava
 STRUKTURA ILUZIJE, 16. 1.-10. 3. 2024 MIHELIČEVA GALERIJA NA PTUJU
Delovni čas: torek-nedelja: 12.00-16.00 | ponedeljek: zaprto
GRAFIČNI KABINET FRANCETA MIHELIČA stalna zbirka
GRAFIČNA ZBIRKA LUIGIJA KASIMIRJA stalna zbirka
JOŽE FOLTIN – SLIKARSKE METAMORFOZEod 1. 2. do 31. 3. 2024 DOMINIKANSKI SAMOSTAN
Delovni čas: ponedeljek-petek: 10.00-16.00 | Dominikanski samostan je zaprt od 11. 11. 2023 do predvidoma konca februarja 2024 (Odprto za naročene večje skupine).
 STALNA RAZSTAVA GALERIJA LUNA
Delovni čas: sreda 11.00-18.00 | petek: 12.00-18.00 I sobota: 10.00-13.00 in 16.00-19.00 | ponedeljek, torek, četrtek, nedelja: zaprto
RAZSTAVA ANTONA IN JANEZA REPNIKA 28. 2. – 6.4. 2024 GALERIJA MAGISTRAT
Delovni čas: ponedeljek, torek, četrtek: 8.00-12.00, 13.00-15.00 | sreda: 8.00-12.00, 13.00-17.00 | petek: 8.00-13.00 NUŠA SMOLIČ: METAMORFOZE 6. 3. – 4.4. 2024 FÜRSTOVA HIŠA PRVA RAZSTAVA DIJAKOV IN DIJAKINJ UMETNIŠKE GIMNAZIJE PTUJ 19. 12. 2023-april 2024
 ART UMETNIŠKI ATELJE, Murkova ulica
Delovni čas: ponedeljek, torek, sreda, petek: 10.00-16.00 | četrtek: 12.00-16.00 | sobota: 10.00-18.00 | nedelja: 11.00-14.00
 STALNA RAZSTAVA MESTNA TRŽNICA PO POTI PARZIVALA IN NJEGOVIH PREDNIKOV STALNA RAZSTAVA NA PROSTEM KNJIŽNICA IVANA POTRČA PTUJ
Delovni čas: ponedeljek – petek 8.00 – 19.00 | sobota 8.00 – 13.00  RAZSTAVA PRAVLJICE PRI MOHORJU 1. 3. – 31.3. 2024
 ČAROBEN SVET ILUSTRACIJ TINE DOBRAJC 1. 3. – 31.3. 2024  PTUJSKI GRAD / POKRAJINSKI MUZEJ PTUJ – ORMOŽ
Spoznajte Ptuj skozi stoletja ob ogledu muzejskih zbirk nacionalnega pomena. KURENTOVA HIŠA
Interaktivni muzej kurentov/korantov. DOMINIKANSKI SAMOSTAN
Kulturno prizorišče, ki je do oktobra dostopno tudi za oglede (avdio-vodič). ARHEOLOŠKI PARK POETOVIO
Tvoj most do preteklosti. Arheološki park Poetovio predstavlja dediščino antičnega Ptuja, največje rimske naselbine na slovenskih tleh. MESTNE GALERIJE
Če ste lačni umetnosti, razstave mnogih ptujskih galerij. SALON UMETNOSTI
Arheološko razstavišče v meščanski hiši. MESTNI KINO PTUJ
Kino je vedno dobra ideja. Spored najdete tukaj. KINO BREZ STROPA, dvorišče za kinom, Mestni kino Ptuj in CID Ptuj MESTNO GLEDALIŠČE PTUJ
Gledališče, ki se loteva žanrsko raznovrstnih predstav za vse generacije, pri čemer večinoma uprizarja besedila modernih avtorjev. I. IN III. MITREJ
Svetišča boga Mitre. KNJIŽNICA IVANA POTRČA PTUJ
Ena najlepših javnih knjižnic v Sloveniji in Evropi, ki s pestrostjo vsebin in sodobnih storitev privablja vse generacije obiskovalcev. TERME PTUJ
Vodni park z zunanjimi in notranjimi bazeni, velikimi in razburljivimi tobogani, počasno reko in bazenom z valovi ponuja obilico zabave in adrenalina za majhne in velike. ARBADAPARK
Največji notranji trampolin park v vzhodni Sloveniji. POBEG IZ GRAJSKEGA ROVA
Družinska pustolovščina v slogu escape rooma. PRAVLJIČNI GOZD RDEČA KAPICA
Urejene gozdne poti mimo številnih pravljičnih hišic. PUSTOLOVSKI PARK VURBERK
Pustolovski park v neposredni bližini gradu Vurberk. GREEN LAKE
Wake park in športno-rekreacijski center. PUHOV MUZEJ
Cimprača, v kateri je urejen muzej o izumitelju Janezu Puhu. MUZEJ NA PROSTEM ROGATEC
Največji slovenski etnološki muzej na prostem. Foto: Mankica Kranjec
Tip: Festivali, Kulturne prireditve, Gastronomske prireditve

","https://www.google.com/maps/dir/Current+Location/46.4198,15.8717
https://visitptuj.eu/dozivite-ptuj/aktualni-dogodki/tedenski-napovednik-2/","Monday, 11. March 2024 - Sunday, 17. March 2024",,,Ptuj
Pozdrav pomladi z Gregorčki,"
Pozdrav pomladi - Gregorčki je prireditev, s katero se spominjamo starega ljudskega običaja, ko so se obrtniki s spuščanjem lesenih ladjic z gorečimi svečkami simbolično poslovili od zime in se veselili, da s prihodom pomladi pri delu ne bodo več potrebovali luči.
 Pozdrav pomladi - Gregorčki je prireditev, s katero se spominjamo starega ljudskega običaja, ko so se obrtniki s spuščanjem lesenih ladjic z gorečimi svečkami simbolično poslovili od zime in se veselili, da s prihodom pomladi pri delu ne bodo več potrebovali luči. Po starem julijanskem koledarju se pomlad namreč začenja na dan svetega Gregorja, 12. marca. Na predvečer Gregorjevega, 11. marca, bodo tako otroci že 29. leto po Gradaščici spuščali različno oblikovane ladjice s svečkami, ki jih imenujemo »barčice svetega Gregorja« ali »gregorčki«. Pridružite se okoljevarstveno obarvanim delavnicam ali uživajte v raznolikosti kulturno izobraževalnega programa, ki bo začinjen z akrobatsko-gledališkimi vložki in zanimivim koncertnim dogajanjem. Izdelajte tudi vi svojega gregorčka in pozdravite svetlejšo sončno pomlad, letni čas ljubezni in igrivosti. Gregorjevo je namreč tudi praznik zaljubljencev, saj se po ljudskem izročilu na ta dan »ptički ženijo«.
Tip: Kulturne prireditve

","https://www.google.com/maps/dir/Current+Location/46.053,14.4458
https://imagosloveniae.net/dogodek/pozdrav-pomladi-gregorcki/
","Monday, 11. March 2024",,,Ljubljana
Pozdrav pomladi z Gregorčki,"
Pozdrav pomladi - Gregorčki je brezplačna prireditev, s katero se spominjamo starega ljudskega običaja, ko so se obrtniki s spuščanjem lesenih cokel z gorečimi svečkami po potokih simbolično poslovili od zime in se veselili, da s prihodom pomladi pri delu ne bodo več potrebovali luči.

Tip: Kulturne prireditve
Kontakt: +386 (0)1 241 66 00 imago@siol.net
","https://www.google.com/maps/dir/Current+Location/46.0433,14.504
https://imagosloveniae.net/dogodek/pozdrav-pomladi-gregorcki/
","Monday, 11. March 2024",,,"Ljubljana, ob Gradaščici na Eipprovi ulici v Trnovem v Ljubljani"
Pozdrav pomladi z Gregorčki,"
Pozdrav pomladi - Gregorčki je brezplačna prireditev, s katero se spominjamo starega ljudskega običaja, ko so se obrtniki s spuščanjem lesenih cokel z gorečimi svečkami po potokih simbolično poslovili od zime in se veselili, da s prihodom pomladi pri delu ne bodo več potrebovali luči.
 Pozdrav pomladi - Gregorčki je brezplačna prireditev, s katero se spominjamo starega ljudskega običaja, ko so se obrtniki s spuščanjem lesenih cokel z gorečimi svečkami po potokih simbolično poslovili od zime in se veselili, da s prihodom pomladi pri delu ne bodo več potrebovali luči. Po starem julijanskem koledarju se pomlad namreč pričenja na dan svetega Gregorja, 12. marca, zato bodo na predvečer svetega Gregorja, 11. marca 2023 med 13. in 20. uro, otroci s starši na Eipprovi ulici v Trnovem po Gradaščici spustili različno oblikovane ladjice s svečkami, poimenovane barčice svetega Gregorja ali Gregorčki. Gregorjevo je tudi praznik zaljubljencev, saj se po ljudskem izročilu na ta dan “ptički ženijo“, namen prireditve pa je med drugim tudi oživljanje kulturne podobe starega mestnega jedra, saj je prizorišče dogodka (obrežje Gradaščice in Trnovski most) namreč del arhitekturne zapuščine Jožeta Plečnika. Danes Gregorjevo otrokom prinaša veliko veselja, hkrati pa prikaz etnografskih značilnosti bogati kulturno in turistično ponudbo Ljubljane. Prireditev, ki jo organizira Staroljubljanski zavod za kulturo ob podpori Turizma Ljubljana, vsako leto privabi več kot 2000 otrok in staršev. Pri zasnovi prireditve je posebna pozornost namenjena razvoju kreativnosti otrok in varovanju okolja. Cilj je izdelovanje Gregorčkov iz biološko razgradljivih in ekoloških odpadnih materialov, zato je organizator pristopil k organizaciji likovnih delavnic, na katerih muzejski kustosi, pedagogi likovnega in tehničnega pouka, vzgojitelji v vrtcih in študenti umetnosti izobražujejo otroke ter pomagajo pri izdelavi ladjic. Delavnice potekajo po številnih šolah in vrtcih, v Etnografskem muzeju in v Botaničnem vrtu v Ljubljani, pa tudi na sami prireditvi. Del delavnic in same prireditve so tudi aktivnosti za ekološko osveščanje udeležencev: pred dogodkom poteka čiščenje struge in bregov Gradaščice, po prireditvi pa organizator plavajoče ladjice pred izlivom Gradaščice v Ljubljanico tudi polovi in jih odloži v za to namenjene zabojnike.
Tip: Kulturne prireditve, Ostale prireditve

","https://www.google.com/maps/dir/Current+Location/46.0434,14.5023
https://www.visitljubljana.com/assets/Uploads/PROGRAM-Gregorcki-2023.pdf
https://www.visitljubljana.com/sl/obiskovalci/nacrtujte-svoj-obisk/prireditve/pozdrav-pomladi-z-gregorcki/","Monday, 11. March 2024",,,Ljubljana
Zero Gravity Jam Sessions,"
Pripravite se na izvenzemeljsko izkušnjo v ponedeljkovi breztežnosti Prulčka, kjer bo glasba presegla stile, kulture in gravitacijo.
 Pripravite se na izvenzemeljsko izkušnjo v ponedeljkovi breztežnosti Prulčka, kjer bo glasba presegla stile, kulture in gravitacijo. Jure Pukl, prejemnik nagrade Prešernovega sklada in priznani jazzovski virtuoz bo vsak prvi ponedeljek meseca z različnimi zasedbami odigral otvoritveni set, sledilo pa bo odprto vabilo vsem glasbenikom, da se mu pridružijo na odru. Vsak jam session bo unikaten, saj se boste z Juretom podali na različne jazzovske poti – od tradicionalnega jazza do vokalnih odtenkov in vse do svobodnega jazzovskega raziskovanja.
Tip: Glasbene prireditve

","https://www.google.com/maps/dir/Current+Location/46.0439,14.5084
https://www.prulcek.si/
https://www.prulcek.si/","Monday, 11. March 2024",,,"Ljubljana, Prulček"
IGRALNA URICA S KNJIGO," V torek 12. marca 2024 v Mladinskem oddelku knjižnice Ivana Potrča Ptuj. Pravljične urice so namenjene predšolskim otrokom in osnovnošolcem. Izvajajo jih mladinski knjižničarji. Urice so pripovedno, bralno, igralno, ustvarjalno in gibalno obarvane. Vsaka je drugačna, a zanimiva. Drugi torek v mesecu, ob 17. uri.
V pravljični sobi Branke Jurca, Mladinski oddelek knjižnice Ivana Potrča Ptuj.
Tip: Kulturne prireditve

","https://www.google.com/maps/dir/Current+Location/46.4198,15.8663
https://visitptuj.eu/dozivite-ptuj/aktualni-dogodki/igralna-urica-s-knjigo-2/","Tuesday, 12. March 2024",,,"Ptuj, Mladinski oddelek knjižnice Ivana Potrča Ptuj"
Mojstrstvo Plečnikovih mojstrov - arhitektova ljubezen do popolnosti,"
Kustosinja in skrbnica Plečnikove dediščine Ana Porok bo na vodenem ogledu po stalni razstavi Plečnik. razkrila podrobnosti Plečnikovega sodelovanja z mojstri različnih obrti.
 Kustosinja in skrbnica Plečnikove dediščine Ana Porok bo na vodenem ogledu po stalni razstavi Plečnik. razkrila podrobnosti Plečnikovega sodelovanja z mojstri različnih obrti. Arhitekt in vsestranski umetnik Jože Plečnik je bil perfekcionist, najprej do sebe, nato pa do vseh, ki so z njim sodelovali. Pri realizaciji svojih projektov je sodeloval z množico različnih obrtnikov, mojstre je seznanjal z novimi tehnološkimi postopki in jih izučil, da so bili sposobni izvesti njegove zamisli do najmanjše podrobnosti. Sodelovanje je bilo v znamenju izmenjevanja znanja in izkušenj. Kamnoseki, stavbeniki, mizarji, rezbarji, strugarji, pasarji, ključavničarji, tiskarji ter mnogi drugi so sledili njegovim prizadevanjem za popolnost. Na vodenju si boste lahko ogledali nekaj Plečnikovih izdelkov, ki so na ogled na razstavi, ter izbrane predmete iz muzejskih depojev, ki še niso bili na ogled širši javnosti.  Cena: 5 € / znižana 3 €
Tip: Kulturne prireditve

","https://www.google.com/maps/dir/Current+Location/46.054,14.5021
https://www.visitljubljana.com/sl/obiskovalci/nacrtujte-svoj-obisk/prireditve/mojstrstvo-plecnikovih-mojstrov-arhitektova-ljubezen-do-popolnosti/","Tuesday, 12. March 2024",,,"Ljubljana, Plečnikova hiša"
Ana & Potniki,"
V ritmih countrya, americane in popa se odvija pripoved o človeški duši, ki raziskuje globine sreče, ljubezni, hrepenenja in narave.
 V ritmih countrya, americane in popa se odvija pripoved o človeški duši, ki raziskuje globine sreče, ljubezni, hrepenenja in narave. Ana & Potniki se odpravljajo na glasbeno potovanje, kjer se prepletata čutnost večglasnega petja in bogata zapuščina countrya, americane ter kvalitetnega popa. Projekt, ki je zasnovan iz ljubezni do glasbe, vodi Ana Šimenc, avtorica, vokalistka in iskateljica novih izraznih možnosti. Zasedba
Tip: Glasbene prireditve, Kulturne prireditve

","https://www.google.com/maps/dir/Current+Location/46.0439,14.5084
https://www.prulcek.si/
https://www.prulcek.si/","Tuesday, 12. March 2024",,,"Ljubljana, Prulček"
"Šterkijada, pogovor o(b) filmu"," V četrtek, 14. marca ob 19.00 Intimen portret družine jadralca Jureta Šterka skozi oči njegovega sina Igorja. Humorna, a tudi neprizanesljiva avtobiografska drama o običajni družini z neobičajnim očetom. Otvoritveni film zadnjega Festivala slovenskega filma. Več informacij
Tip: Kulturne prireditve

","https://www.google.com/maps/dir/Current+Location/46.4196,15.872
https://visitptuj.eu/dozivite-ptuj/aktualni-dogodki/sterkijada-pogovor-ob-filmu/","Thursday, 14. March 2024",,,"Ptuj, Mestni kino Ptuj"
"Blaž Kozjek, pozavna & Žan Pečenik, evfonij (11. koncert Mednarodnega glasbenega cikla Mladi virtuozi)","
Žan Pečenik je končal Konservatorij za glasbo in balet Maribor. V preteklih letih se je predstavil kot solist z različnimi orkestri, najodmevnejši pa je bil solistični nastop aprila 2019 s Pihalnim orkestrom Konservatorija za glasbo in balet Maribor. Od 10. leta je redni član Pihalnega orkestra občine Šentilj Paloma in od leta 2017 tudi zasedbe Brass Band Slovenija. Je prejemnik nagrade dr. Romana Klasinca za izjemne dosežke na področju glasbe za 2018/2019. Šolanje nadaljuje na Akademiji za glasbo v Ljubljani.
 Žan Pečenik je končal Konservatorij za glasbo in balet Maribor. V preteklih letih se je predstavil kot solist z različnimi orkestri, najodmevnejši pa je bil solistični nastop aprila 2019 s Pihalnim orkestrom Konservatorija za glasbo in balet Maribor. Od 10. leta je redni član Pihalnega orkestra občine Šentilj Paloma in od leta 2017 tudi zasedbe Brass Band Slovenija. Je prejemnik nagrade dr. Romana Klasinca za izjemne dosežke na področju glasbe za 2018/2019. Šolanje nadaljuje na Akademiji za glasbo v Ljubljani. Blaž Kozjek je 20-letni pozavnist iz Domžal. Med šolanjem na konservatoriju je prejel številne nagrade na različnih tekmovanjih. Leta 2023 je kot solist nastopil v zasedbi kvarteta pozavn s Simfoničnim orkestrom Konservatorija za glasbo in balet Ljubljana. Redno sodeluje tudi pri Godbi Domžale in v Simfoničnem orkestru Domžale – Kamnik. Študij pozavne nadaljuje na Akademiji za glasbo v Ljubljani pri prof. Dušanu Kranjcu.
Tip: Festivali, Glasbene prireditve, Kulturne prireditve
Kontakt: Festival Ljubljana                                +386 (0)1/241 60 00 info@ljubljanafestival.si
","https://www.google.com/maps/dir/Current+Location/46.0464,14.5032
https://ljubljanafestival.si/event/zan-pecenik-evfonij-blaz-kozjek-pozavna/","Thursday, 14. March 2024",,,"Ljubljana, Viteška dvorana Križank"
MAGIČNI VARIETE SANJE," V petek 15. marca 2024, ob 18.00, mestno gledališče Ptuj. Kdaj ste se nazadnje čemu čudili kot majhen otrok, se navduševali in obstali v občutku neverjetnega, brez besed?
Kaj je tisto, kar vas zjutraj zbudi v nov dan? Kaj je vaša gonilna sila, od kod črpate kreativno energijo? Vse se začne in konča v Sanjah, dokler človek sanja, živi.
Magični variete Sanje vas bo z vrhunskimi odrskimi iluzijami, akrobatiko, plesom, čarovnijami, žongliranjem, ventrilokvizmom in smehom popeljal na nepozabno potovanje skozi domišljijo, kjer se resničnost prepleta z magijo, v trenutek tukaj in zdaj, v prostor, kjer se izzivi zunanjega sveta razblinijo kot milni mehurček.
V našem magičnem varieteju si želimo le eno:
Da se nikoli ne odrečete svojim sanjam. Tu smo, da vas spomnimo.
Vstopite v svet, kjer ni nič nemogoče in postanite del te edinstvene izkušnje z vrhunskimi artisti.
Predstava je primerna za vse generacije.
Tip: Kulturne prireditve

","https://www.google.com/maps/dir/Current+Location/46.42,15.8705
https://visitptuj.eu/dozivite-ptuj/aktualni-dogodki/magicni-variete-sanje/","Friday, 15. March 2024",,,Ptuj
POMLADNI TRIVIA NIGHT," 15. 3. 2024 ob 20.00, Stara steklarska - mala dvorana Hočeš preživeti zabaven večer s prijatelji, ob tem razmigati možgane, se na novo naučiti kaj zanimivega, razvijati zdrav tekmovalni duh in celo osvojiti nagrado? Vse to lahko izkusiš na CID-ovem Trivia Nightu! Bitka možganov bo potekala v Stari steklarski, mladinsko kulturnem centru. Katera ekipa se bo tokrat najbolje pripravila na kviz? PRIJAVI EKIPO Ekipe so sestavljene iz najmanj 2 in največ 5 članov, za izvedbo dogodka pa se mora prijaviti vsaj 5 ekip. Voditelj večera: Tadej Ojsteršek.
Za raznoliko ponudbo pijače bodo poskrbeli naši prijatelji iz Kavarne Bodi. Organizator: Javni zavod Ptuj - CID Ptuj
Tip: Kulturne prireditve

","https://www.google.com/maps/dir/Current+Location/46.4198,15.8717
https://visitptuj.eu/dozivite-ptuj/aktualni-dogodki/pomladni-trivia-night/","Friday, 15. March 2024",,,"Ptuj, Stara steklarska - mala dvorana"
